"","hosts","hostclean","group"
"2316","Dinotopterus cunningtoni","Dinotopterus cunningtoni",NA
"2317","Felis azteca","Felis azteca",NA
"2318","Arenaria melanocephala","Arenaria melanocephala",NA
"2319","Clethrionomys rutilus","Clethrionomys rutilus",NA
"2320","Pluvialis squatarola","Pluvialis squatarola",NA
"2321","Lemmus trimucronatus","Lemmus trimucronatus",NA
"2322","Heteroscelus incanus","Heteroscelus incanus",NA
"2323","Stercorarius longicaudus","Stercorarius longicaudus",NA
"2324","Erolia alpina","Erolia alpina",NA
"2325","Limnodromus scolopaceus","Limnodromus scolopaceus",NA
"2326","Xema sabini","Xema sabini",NA
"2327","Phalaropus lobatus","Phalaropus lobatus",NA
"2328","Aphriza virgata","Aphriza virgata",NA
"2329","Calidris mauri","Calidris mauri",NA
"2330","Erolia melanotos","Erolia melanotos",NA
"2331","Limnodromus griseus","Limnodromus griseus",NA
"2332","Ereunetes mauri","Ereunetes mauri",NA
"2333","Erolia bairdi","Erolia bairdi",NA
"2334","Odobenus rosmarus","Odobenus rosmarus",NA
"2335","Phoca groenlandica","Phoca groenlandica",NA
"2336","Dallia pectoralis","Dallia pectoralis",NA
"2337","Cyclops strenuus","Cyclops strenuus",NA
"2338","Diaptomus gracilis","Diaptomus gracilis",NA
"2339","Diaptomus graciloides","Diaptomus graciloides",NA
"2340","Branta bernicla","Branta bernicla",NA
"2341","Microtus oeconomus","Microtus oeconomus",NA
"2342","Haematopus bachmani","Haematopus bachmani",NA
"2343","Sorex pribilofensis","Sorex pribilofensis",NA
"2344","Larus hyperboreus","Larus hyperboreus",NA
"2345","Larus philadelphia","Larus philadelphia",NA
"2346","Larus canus","Larus canus",NA
"2347","Limosa haemasstica","Limosa haemasstica",NA
"2348","Sorex monticolus","Sorex monticolus",NA
"2349","Microtus miurus","Microtus miurus",NA
"2350","Dicrostonyx groenlandicus","Dicrostonyx groenlandicus",NA
"2351","Rangifer caribou","Rangifer caribou",NA
"2352","Marmota monax","Marmota monax",NA
"2353","Lemmus sibiricus","Lemmus sibiricus",NA
"2354","Sciurus vulgaris","Sciurus vulgaris",NA
"2355","Gazella rufifrons","Gazella rufifrons",NA
"2356","Erethizon dorsatum","Erethizon dorsatum",NA
"2357","Gulo gulo","Gulo gulo",NA
"2358","Calidris ptilocnemis","Calidris ptilocnemis",NA
"2359","Gallinago gallinago","Gallinago gallinago",NA
"2360","Squatarola squatarola","Squatarola squatarola",NA
"2361","Podiceps auritus","Podiceps auritus",NA
"2362","Alces alces","Alces alces",NA
"2363","Cervus elaphus","Cervus elaphus",NA
"2364","Tribolium confusum","Tribolium confusum",NA
"2365","Odocoileus hemionus","Odocoileus hemionus",NA
"2366","Odocoileus virginianus","Odocoileus virginianus",NA
"2367","Lynx canadensis","Lynx canadensis",NA
"2368","Lepus americanus","Lepus americanus",NA
"2369","Galerida macrorhyncha","Galerida macrorhyncha",NA
"2370","Uromastix acanthinurus","Uromastix acanthinurus",NA
"2371","Redunca arundinum","Redunca arundinum",NA
"2372","Bathyraja maccaini","Bathyraja maccaini",NA
"2373","Lobodon carcinophagus","Lobodon carcinophagus",NA
"2374","Ommatophoca rossi","Ommatophoca rossi",NA
"2375","Leptonychotes weddelli","Leptonychotes weddelli",NA
"2376","Chionodraco myersi","Chionodraco myersi",NA
"2377","Pagetopsis maculatus","Pagetopsis maculatus",NA
"2378","Trematomus eulepidotus","Trematomus eulepidotus",NA
"2379","Bathyraja eatonii","Bathyraja eatonii",NA
"2380","Chaenodraco wilsoni","Chaenodraco wilsoni",NA
"2381","Champsocephalus gunnari","Champsocephalus gunnari",NA
"2382","Dissostichus mawsoni","Dissostichus mawsoni",NA
"2383","Gymnodraco acuticeps","Gymnodraco acuticeps",NA
"2384","Gymnoscopelus nicholsi","Gymnoscopelus nicholsi",NA
"2385","Neopagetopsis ionah","Neopagetopsis ionah",NA
"2386","Pagothenia brachysoma","Pagothenia brachysoma",NA
"2387","Pagothenia hansoni","Pagothenia hansoni",NA
"2388","Parachaenichthys charcoti","Parachaenichthys charcoti",NA
"2389","Pleuragramma antarcticum","Pleuragramma antarcticum",NA
"2390","Pseudochaenichthys georgianus","Pseudochaenichthys georgianus",NA
"2391","Trematomus newnesi","Trematomus newnesi",NA
"2392","Trematomus bernacchii","Trematomus bernacchii",NA
"2393","Macrourus whitsoni","Macrourus whitsoni",NA
"2394","Aptenodytes forsteri","Aptenodytes forsteri",NA
"2395","Diomedea fulginosa","Diomedea fulginosa",NA
"2396","Diomedea melanophrys","Diomedea melanophrys",NA
"2397","Chionodraco kathleenae","Chionodraco kathleenae",NA
"2398","Lycodichthys antarcticus","Lycodichthys antarcticus",NA
"2399","Notothenia nudifrons","Notothenia nudifrons",NA
"2400","Pterodroma arminjoniana","Pterodroma arminjoniana",NA
"2401","Phoebetria palpebrata","Phoebetria palpebrata",NA
"2402","Fregata aquila","Fregata aquila",NA
"2403","Pygoscelis adeliae","Pygoscelis adeliae",NA
"2404","Amazilia tobaci","Amazilia tobaci",NA
"2405","Pimephales promelas","Pimephales promelas",NA
"2406","Poecilia reticulata","Poecilia reticulata",NA
"2407","Centurus superciliaris","Centurus superciliaris",NA
"2408","Capromys pilorides","Capromys pilorides",NA
"2409","Lachesis lanceolatus","Lachesis lanceolatus",NA
"2410","Hyla microcephala","Hyla microcephala",NA
"2411","Molossus tropidorhynchus","Molossus tropidorhynchus",NA
"2412","Xiphidiopicus percussus","Xiphidiopicus percussus",NA
"2413","Anolis bimaculatus","Anolis bimaculatus",NA
"2414","Ameiva pleei","Ameiva pleei",NA
"2415","Anolis cristatellus","Anolis cristatellus",NA
"2416","Anolis gingivinus","Anolis gingivinus",NA
"2417","Anolis luciae","Anolis luciae",NA
"2418","Anolis monticola","Anolis monticola",NA
"2419","Anolis trinitatis","Anolis trinitatis",NA
"2420","Tretanorhinus variabilis","Tretanorhinus variabilis",NA
"2421","Dormitator maculatus","Dormitator maculatus",NA
"2422","Tilapia mossambica","Tilapia mossambica",NA
"2423","Charadrius vociferus","Charadrius vociferus",NA
"2424","Atractosteus tristoechus","Atractosteus tristoechus",NA
"2425","Lepisosteus tristoechus","Lepisosteus tristoechus",NA
"2426","Tachybaptus dominicus","Tachybaptus dominicus",NA
"2427","Artibeus jamaicensis","Artibeus jamaicensis",NA
"2428","Phyllonycteris poeyi","Phyllonycteris poeyi",NA
"2429","Chilonycteris parnelli","Chilonycteris parnelli",NA
"2430","Myotis yumenensis","Myotis yumenensis",NA
"2431","Ptericus fuscus","Ptericus fuscus",NA
"2432","Chilonycteris rubiginosa","Chilonycteris rubiginosa",NA
"2433","Tadarida minuta","Tadarida minuta",NA
"2434","Macrotus waterhousei","Macrotus waterhousei",NA
"2435","Mustelus manazo","Mustelus manazo",NA
"2436","Myrmillo manazo","Myrmillo manazo",NA
"2437","Narcine timlei","Narcine timlei",NA
"2438","Rhinobatos granulatus","Rhinobatos granulatus",NA
"2439","Trygon zuqei","Trygon zuqei",NA
"2440","Trygon zugei","Trygon zugei",NA
"2441","Macrura ilisha","Macrura ilisha",NA
"2442","Bodianus axillaris","Bodianus axillaris",NA
"2443","Scomberoides lysan","Scomberoides lysan",NA
"2444","Scomberoides tala","Scomberoides tala",NA
"2445","Brachirus orientalis","Brachirus orientalis",NA
"2446","Trygon sephen","Trygon sephen",NA
"2447","Pteroplatea micrura","Pteroplatea micrura",NA
"2448","Pomadasys olivaceus","Pomadasys olivaceus",NA
"2449","Pellona elongata","Pellona elongata",NA
"2450","Scoliodon palasoorah","Scoliodon palasoorah",NA
"2451","Mobula diabolus","Mobula diabolus",NA
"2452","Myliobatis nieullofii","Myliobatis nieullofii",NA
"2453","Aetobatus narinari","Aetobatus narinari",NA
"2454","Platycephalus scaber","Platycephalus scaber",NA
"2455","Otolithus argenteus","Otolithus argenteus",NA
"2456","Chiloscyllium indicum","Chiloscyllium indicum",NA
"2457","Rastrelliger kanagurta","Rastrelliger kanagurta",NA
"2458","Sardinella longiceps","Sardinella longiceps",NA
"2459","Chirocentrus dorab","Chirocentrus dorab",NA
"2460","Protonibea diacanthus","Protonibea diacanthus",NA
"2461","Cynoglossus areal","Cynoglossus areal",NA
"2462","Solea ovata","Solea ovata",NA
"2463","Synaptura commersoniana","Synaptura commersoniana",NA
"2464","Stegostoma varium","Stegostoma varium",NA
"2465","Galeocerdo ruyneri","Galeocerdo ruyneri",NA
"2466","Trygon bleekeri","Trygon bleekeri",NA
"2467","Pastinachus sephen","Pastinachus sephen",NA
"2468","Dasyatis zugei","Dasyatis zugei",NA
"2469","Chiloscyllium griseum","Chiloscyllium griseum",NA
"2470","Scoliodon sorrakowah","Scoliodon sorrakowah",NA
"2471","Raja batis","Raja batis",NA
"2472","Alca torda","Alca torda",NA
"2473","Fratercula cirrata","Fratercula cirrata",NA
"2474","Fratercula corniculata","Fratercula corniculata",NA
"2475","Uria aalge","Uria aalge",NA
"2476","Cephus grylle","Cephus grylle",NA
"2477","Larus minutus","Larus minutus",NA
"2478","Pagophila eburnea","Pagophila eburnea",NA
"2479","Cystophora cristata","Cystophora cristata",NA
"2480","Eleginus navaga","Eleginus navaga",NA
"2481","Blepsias bilobus","Blepsias bilobus",NA
"2482","Cottus scorpius","Cottus scorpius",NA
"2483","Eleginus gracilis","Eleginus gracilis",NA
"2484","Enophrys diceraeus","Enophrys diceraeus",NA
"2485","Hexagrammos stelleri","Hexagrammos stelleri",NA
"2486","Limanda gracilis","Limanda gracilis",NA
"2487","Liparis gibbus","Liparis gibbus",NA
"2488","Melletes papilio","Melletes papilio",NA
"2489","Myoxocephalus axillaris","Myoxocephalus axillaris",NA
"2490","Myoxocephalus platycephalus","Myoxocephalus platycephalus",NA
"2491","Myoxocephalus verrucosus","Myoxocephalus verrucosus",NA
"2492","Pholis dolichogaster","Pholis dolichogaster",NA
"2493","Pleuronectes quadrituberculata","Pleuronectes quadrituberculata",NA
"2494","Pleuronectes stellatus","Pleuronectes stellatus",NA
"2495","Rhinoraja longi","Rhinoraja longi",NA
"2496","Calidris maritima","Calidris maritima",NA
"2497","Bathyraja aleutica","Bathyraja aleutica",NA
"2498","Bathyraja interrupta","Bathyraja interrupta",NA
"2499","Bathyraja parmifera","Bathyraja parmifera",NA
"2500","Hydrolagus affinis","Hydrolagus affinis",NA
"2501","Chimaera monstrosa","Chimaera monstrosa",NA
"2502","Larus glaucoides","Larus glaucoides",NA
"2503","Larus schistisagus","Larus schistisagus",NA
"2504","Lymnaea peregra","Lymnaea peregra",NA
"2505","Boreogadus saida","Boreogadus saida",NA
"2506","Anarhichas denticulatus","Anarhichas denticulatus",NA
"2507","Anarhichas minor","Anarhichas minor",NA
"2508","Brosme brosme","Brosme brosme",NA
"2509","Clupea pallasi","Clupea pallasi",NA
"2510","Cottunculus microps","Cottunculus microps",NA
"2511","Lycodes vahli","Lycodes vahli",NA
"2512","Micromesistius poutassou","Micromesistius poutassou",NA
"2513","Sebastes marinus","Sebastes marinus",NA
"2514","Fulmarus glacialis","Fulmarus glacialis",NA
"2515","Larus fuscus","Larus fuscus",NA
"2516","Larus marinus","Larus marinus",NA
"2517","Sterna hirundo","Sterna hirundo",NA
"2518","Gallinago paraguaica","Gallinago paraguaica",NA
"2519","Chrysoptilus melanolaimus","Chrysoptilus melanolaimus",NA
"2520","Lagidium tucumanus","Lagidium tucumanus",NA
"2521","Odontesthes hatcheri","Odontesthes hatcheri",NA
"2522","Leptodactylus ocellatus","Leptodactylus ocellatus",NA
"2523","Himantopus melanurus","Himantopus melanurus",NA
"2524","Microcavia australis","Microcavia australis",NA
"2525","Butorides striatus","Butorides striatus",NA
"2526","Larus maculipennis","Larus maculipennis",NA
"2527","Didelphis albiventris","Didelphis albiventris",NA
"2528","Micoureus cinereus","Micoureus cinereus",NA
"2529","Hydrochoerus capybara","Hydrochoerus capybara",NA
"2530","Myocastor coypus","Myocastor coypus",NA
"2531","Rhamdia sapo","Rhamdia sapo",NA
"2532","Chinchilla laniger","Chinchilla laniger",NA
"2533","Pimelodus albicans","Pimelodus albicans",NA
"2534","Pimelodus clarias","Pimelodus clarias",NA
"2535","Pseudoplatystoma tigrinum","Pseudoplatystoma tigrinum",NA
"2536","Zungaro mangurus","Zungaro mangurus",NA
"2537","Lagidium peruanum","Lagidium peruanum",NA
"2538","Rhamdia quelen","Rhamdia quelen",NA
"2539","Basilichthys microlepidotus","Basilichthys microlepidotus",NA
"2540","Potamotrygon motoro","Potamotrygon motoro",NA
"2541","Luciopimelodus pati","Luciopimelodus pati",NA
"2542","Lepus europaeus","Lepus europaeus",NA
"2543","Ovis aries","Ovis aries",NA
"2544","Paulicea luetkeni","Paulicea luetkeni",NA
"2545","Lagidium viscacia","Lagidium viscacia",NA
"2546","Microtus mogollonensis","Microtus mogollonensis",NA
"2547","Fundulus zebrinus","Fundulus zebrinus",NA
"2548","Gila cypha","Gila cypha",NA
"2549","Gila robusta","Gila robusta",NA
"2550","Notopterus lutrensis","Notopterus lutrensis",NA
"2551","Plagopterus argentissimus","Plagopterus argentissimus",NA
"2552","Rhinichthys osculus","Rhinichthys osculus",NA
"2553","Hyla arenicolor","Hyla arenicolor",NA
"2554","Hyla wrightorum","Hyla wrightorum",NA
"2555","Phrynosoma cornutum","Phrynosoma cornutum",NA
"2556","Phrynosoma douglassi","Phrynosoma douglassi",NA
"2557","Phrynosoma solare","Phrynosoma solare",NA
"2558","Bufo cognatus","Bufo cognatus",NA
"2559","Bufo microscaphus","Bufo microscaphus",NA
"2560","Bufo punctatus","Bufo punctatus",NA
"2561","Bufo retiformis","Bufo retiformis",NA
"2562","Bufo woodhousei","Bufo woodhousei",NA
"2563","Pternohyla fodiens","Pternohyla fodiens",NA
"2564","Scaphiopus couchii","Scaphiopus couchii",NA
"2565","Zenaida macroura","Zenaida macroura",NA
"2566","Cnemidophorus burti","Cnemidophorus burti",NA
"2567","Cnemidophorus inornatus","Cnemidophorus inornatus",NA
"2568","Cnemidophorus sonorae","Cnemidophorus sonorae",NA
"2569","Cnemidophorus uniparens","Cnemidophorus uniparens",NA
"2570","Coleonyx variegatus","Coleonyx variegatus",NA
"2571","Elgaria kingii","Elgaria kingii",NA
"2572","Sceloporus clarki","Sceloporus clarki",NA
"2573","Sceloporus jarrovii","Sceloporus jarrovii",NA
"2574","Sceloporus magister","Sceloporus magister",NA
"2575","Sceloporus scalaris","Sceloporus scalaris",NA
"2576","Sceloporus undulatus","Sceloporus undulatus",NA
"2577","Lepus alleni","Lepus alleni",NA
"2578","Lepus californicus","Lepus californicus",NA
"2579","Sylvilagus audubonii","Sylvilagus audubonii",NA
"2580","Eurycea quadridigitata","Eurycea quadridigitata",NA
"2581","Desmognathus brimleyorum","Desmognathus brimleyorum",NA
"2582","Hyla avivoca","Hyla avivoca",NA
"2583","Plethodon albagula","Plethodon albagula",NA
"2584","Felis rufus","Felis rufus",NA
"2585","Actitis hypoleucos","Actitis hypoleucos",NA
"2586","Calidris minuta","Calidris minuta",NA
"2587","Heteroscelus brevipes","Heteroscelus brevipes",NA
"2588","Lymnocryptes minimus","Lymnocryptes minimus",NA
"2589","Phalaropus fulicarius","Phalaropus fulicarius",NA
"2590","Pluvialis apricaria","Pluvialis apricaria",NA
"2591","Tringa glareola","Tringa glareola",NA
"2592","Tringa nebularia","Tringa nebularia",NA
"2593","Tringa ochropus","Tringa ochropus",NA
"2594","Xenus cinereus","Xenus cinereus",NA
"2595","Limicola falcinellus","Limicola falcinellus",NA
"2596","Calidris alba","Calidris alba",NA
"2597","Calidris temminckii","Calidris temminckii",NA
"2598","Gallinago media","Gallinago media",NA
"2599","Gallinago stenura","Gallinago stenura",NA
"2600","Limosa limosa","Limosa limosa",NA
"2601","Lymnocryptes gallinula","Lymnocryptes gallinula",NA
"2602","Scolopax rusticola","Scolopax rusticola",NA
"2603","Anas falcata","Anas falcata",NA
"2604","Anas formosa","Anas formosa",NA
"2605","Anas penelope","Anas penelope",NA
"2606","Anas poecilorhyncha","Anas poecilorhyncha",NA
"2607","Casarca ferruginea","Casarca ferruginea",NA
"2608","Larus cachinnans","Larus cachinnans",NA
"2609","Larus californicus","Larus californicus",NA
"2610","Larus delawarensis","Larus delawarensis",NA
"2611","Larus melanocephala","Larus melanocephala",NA
"2612","Rhodostetia rosea","Rhodostetia rosea",NA
"2613","Sterna albifrons","Sterna albifrons",NA
"2614","Sterna fluviatilis","Sterna fluviatilis",NA
"2615","Anas platalea","Anas platalea",NA
"2616","Anseranas semipalmata","Anseranas semipalmata",NA
"2617","Cairina moschata","Cairina moschata",NA
"2618","Cypris pubera","Cypris pubera",NA
"2619","Metopiana peposaca","Metopiana peposaca",NA
"2620","Oxyura leucocephala","Oxyura leucocephala",NA
"2621","Tadorna tadorna","Tadorna tadorna",NA
"2622","Podiceps cristatus","Podiceps cristatus",NA
"2623","Podiceps pygmaeus","Podiceps pygmaeus",NA
"2624","Podilymbus podiceps","Podilymbus podiceps",NA
"2625","Tachybaptus ruficollis","Tachybaptus ruficollis",NA
"2626","Cyclocypris laevis","Cyclocypris laevis",NA
"2627","Cypridopsis vidua","Cypridopsis vidua",NA
"2628","Anas castanea","Anas castanea",NA
"2629","Anas gibberifrons","Anas gibberifrons",NA
"2630","Anas rhynchotis","Anas rhynchotis",NA
"2631","Anas superciliosa","Anas superciliosa",NA
"2632","Arctodiaptomus bacillifer","Arctodiaptomus bacillifer",NA
"2633","Arctodiaptomus sabinus","Arctodiaptomus sabinus",NA
"2634","Aythya australis","Aythya australis",NA
"2635","Candona marchica","Candona marchica",NA
"2636","Candona neglecta","Candona neglecta",NA
"2637","Cyclocypris ovum","Cyclocypris ovum",NA
"2638","Cycridopsis aculeata","Cycridopsis aculeata",NA
"2639","Cycridopsis vidus","Cycridopsis vidus",NA
"2640","Cyprideis forosa","Cyprideis forosa",NA
"2641","Cyprideis littoralis","Cyprideis littoralis",NA
"2642","Cyprinotus sabinus","Cyprinotus sabinus",NA
"2643","Dendrocygna arcuata","Dendrocygna arcuata",NA
"2644","Diaptomus vulgaris","Diaptomus vulgaris",NA
"2645","Dolerocypris fasciata","Dolerocypris fasciata",NA
"2646","Eucypris inflata","Eucypris inflata",NA
"2647","Heterocypris incongruens","Heterocypris incongruens",NA
"2648","Hungarocypris madaraszi","Hungarocypris madaraszi",NA
"2649","Limnocythere inopinata","Limnocythere inopinata",NA
"2650","Macrocyclops albidus","Macrocyclops albidus",NA
"2651","Metadiaptomus asiaticus","Metadiaptomus asiaticus",NA
"2652","Notodromas monacha","Notodromas monacha",NA
"2653","Cypridopsis aculeata","Cypridopsis aculeata",NA
"2654","Ectocyclops phaleratus","Ectocyclops phaleratus",NA
"2655","Gangona candica","Gangona candica",NA
"2656","Mergus squamatus","Mergus squamatus",NA
"2657","Bos taurus","Bos taurus",NA
"2658","Acanthocyclops gigas","Acanthocyclops gigas",NA
"2659","Acanthocyclops vernalis","Acanthocyclops vernalis",NA
"2660","Acanthocyclops viridis","Acanthocyclops viridis",NA
"2661","Anas zonorhyncha","Anas zonorhyncha",NA
"2662","Cyclops vicinus","Cyclops vicinus",NA
"2663","Eucyclops serrulatus","Eucyclops serrulatus",NA
"2664","Paracyclops fimbriatus","Paracyclops fimbriatus",NA
"2665","Tadorna ferruginea","Tadorna ferruginea",NA
"2666","Thermocyclops crassus","Thermocyclops crassus",NA
"2667","Thermocyclops leuckarti","Thermocyclops leuckarti",NA
"2668","Thermocyclops oithonoides","Thermocyclops oithonoides",NA
"2669","Canis aureus","Canis aureus",NA
"2670","Martes foina","Martes foina",NA
"2671","Martes martes","Martes martes",NA
"2672","Mesocricetus brandti","Mesocricetus brandti",NA
"2673","Meriones persicus","Meriones persicus",NA
"2674","Potamothrix hammoniensis","Potamothrix hammoniensis",NA
"2675","Varicorhinus capoeta","Varicorhinus capoeta",NA
"2676","Calidris ruficolis","Calidris ruficolis",NA
"2677","Calidris subminuta","Calidris subminuta",NA
"2678","Limonites damacensis","Limonites damacensis",NA
"2679","Numenius borealis","Numenius borealis",NA
"2680","Tringa stagnatilis","Tringa stagnatilis",NA
"2681","Chlidonias nigra","Chlidonias nigra",NA
"2682","Aquila chrysaetos","Aquila chrysaetos",NA
"2683","Aquila nipalensis","Aquila nipalensis",NA
"2684","Ardeola ralloides","Ardeola ralloides",NA
"2685","Ciconia ciconia","Ciconia ciconia",NA
"2686","Larus ichthyaetus","Larus ichthyaetus",NA
"2687","Pelecanus onocrotalus","Pelecanus onocrotalus",NA
"2688","Phalacrocorax pygmaeus","Phalacrocorax pygmaeus",NA
"2689","Mesocyclops leuckarti","Mesocyclops leuckarti",NA
"2690","Myotis blythi","Myotis blythi",NA
"2691","Plecotus auritus","Plecotus auritus",NA
"2692","Rhinolophus ferrumequinum","Rhinolophus ferrumequinum",NA
"2693","Salmo ischchan","Salmo ischchan",NA
"2694","Cypris agilis","Cypris agilis",NA
"2695","Eucyclops macruroides","Eucyclops macruroides",NA
"2696","Macrocyclops fuscus","Macrocyclops fuscus",NA
"2697","Cygnus bewickii","Cygnus bewickii",NA
"2698","Gavia arctica","Gavia arctica",NA
"2699","Pipistrellus pipistrellus","Pipistrellus pipistrellus",NA
"2700","Myliobatis goodei","Myliobatis goodei",NA
"2701","Dasyatis violacea","Dasyatis violacea",NA
"2702","Torpedo marmorata","Torpedo marmorata",NA
"2703","Raja eglanteria","Raja eglanteria",NA
"2704","Carcharodon carcharias","Carcharodon carcharias",NA
"2705","Urolophus jamaicensis","Urolophus jamaicensis",NA
"2706","Alopias vulpinus","Alopias vulpinus",NA
"2707","Carcharias glaucus","Carcharias glaucus",NA
"2708","Myliobatis noctula","Myliobatis noctula",NA
"2709","Scyliorhinus canicula","Scyliorhinus canicula",NA
"2710","Scyllium stellare","Scyllium stellare",NA
"2711","Trygon brucho","Trygon brucho",NA
"2712","Raja fullonica","Raja fullonica",NA
"2713","Narcine brasiliensis","Narcine brasiliensis",NA
"2714","Raja marginata","Raja marginata",NA
"2715","Torpedo narce","Torpedo narce",NA
"2716","Gymnura micrura","Gymnura micrura",NA
"2717","Negaprion brevirostris","Negaprion brevirostris",NA
"2718","Himantura schmardae","Himantura schmardae",NA
"2719","Dasyatis sephen","Dasyatis sephen",NA
"2720","Rioraja castelnaui","Rioraja castelnaui",NA
"2721","Mustelus canis","Mustelus canis",NA
"2722","Dasyatis centrura","Dasyatis centrura",NA
"2723","Raja naevus","Raja naevus",NA
"2724","Raja oxyrhynchus","Raja oxyrhynchus",NA
"2725","Dasyatis guttata","Dasyatis guttata",NA
"2726","Paratrygon motoro","Paratrygon motoro",NA
"2727","Raja microocellata","Raja microocellata",NA
"2728","Torpedo ocellata","Torpedo ocellata",NA
"2729","Torpedo torpedo","Torpedo torpedo",NA
"2730","Urotrygon venezuelae","Urotrygon venezuelae",NA
"2731","Zapteryx brevirostris","Zapteryx brevirostris",NA
"2732","Centrolophus niger","Centrolophus niger",NA
"2733","Mola mola","Mola mola",NA
"2734","Orthagoriscus mola","Orthagoriscus mola",NA
"2735","Genypterus blacodes","Genypterus blacodes",NA
"2736","Gymnura altavela","Gymnura altavela",NA
"2737","Squatina angelus","Squatina angelus",NA
"2738","Prionace glauca","Prionace glauca",NA
"2739","Zygaena malleus","Zygaena malleus",NA
"2740","Scomber rocheus","Scomber rocheus",NA
"2741","Scomber colias","Scomber colias",NA
"2742","Sparus alcedo","Sparus alcedo",NA
"2743","Menidia menidia","Menidia menidia",NA
"2744","Centrophorus granulosus","Centrophorus granulosus",NA
"2745","Lepidorhombus whiffiagonis","Lepidorhombus whiffiagonis",NA
"2746","Sebastes viviparus","Sebastes viviparus",NA
"2747","Torpedo electrica","Torpedo electrica",NA
"2748","Tylosurus imperialis","Tylosurus imperialis",NA
"2749","Muraena helena","Muraena helena",NA
"2750","Raja pastinaca","Raja pastinaca",NA
"2751","Squalus squatina","Squalus squatina",NA
"2752","Squalus stellaris","Squalus stellaris",NA
"2753","Onos mustela","Onos mustela",NA
"2754","Onos tricirratus","Onos tricirratus",NA
"2755","Gadella imberbis","Gadella imberbis",NA
"2756","Psetta maeotica","Psetta maeotica",NA
"2757","Scophthalmus maximus","Scophthalmus maximus",NA
"2758","Labrax lupus","Labrax lupus",NA
"2759","Tetrapterus albidus","Tetrapterus albidus",NA
"2760","Tetrapterus pfluegeri","Tetrapterus pfluegeri",NA
"2761","Enchelyopus cimbrius","Enchelyopus cimbrius",NA
"2762","Raniceps raninus","Raniceps raninus",NA
"2763","Rhombus maeoticus","Rhombus maeoticus",NA
"2764","Rhombus maximus","Rhombus maximus",NA
"2765","Agonus cataphractus","Agonus cataphractus",NA
"2766","Ammopleurops lacteus","Ammopleurops lacteus",NA
"2767","Hyperoplus lanceolatus","Hyperoplus lanceolatus",NA
"2768","Lepidorhombus boscii","Lepidorhombus boscii",NA
"2769","Palinurichthys pringlei","Palinurichthys pringlei",NA
"2770","Pomatoschistus pictus","Pomatoschistus pictus",NA
"2771","Rhinonemus cimbrius","Rhinonemus cimbrius",NA
"2772","Scophthalmus maeoticus","Scophthalmus maeoticus",NA
"2773","Sebastes norvegicus","Sebastes norvegicus",NA
"2774","Trisopterus minutus","Trisopterus minutus",NA
"2775","Urophycis chesteri","Urophycis chesteri",NA
"2776","Urophycis musicki","Urophycis musicki",NA
"2777","Mullus barbatus","Mullus barbatus",NA
"2778","Mustelus schmitti","Mustelus schmitti",NA
"2779","Laeviraja oxyrhynchus","Laeviraja oxyrhynchus",NA
"2780","Pagurus pollicaris","Pagurus pollicaris",NA
"2781","Alphestes afer","Alphestes afer",NA
"2782","Carcharhinus limbatus","Carcharhinus limbatus",NA
"2783","Cephalopholis fulvus","Cephalopholis fulvus",NA
"2784","Chloroscombrus chrysurus","Chloroscombrus chrysurus",NA
"2785","Epinephelus adscensionis","Epinephelus adscensionis",NA
"2786","Epinephelus guttatus","Epinephelus guttatus",NA
"2787","Epinephelus striatus","Epinephelus striatus",NA
"2788","Ethmalosa fimbriata","Ethmalosa fimbriata",NA
"2789","Haemulon aurolineatum","Haemulon aurolineatum",NA
"2790","Harengula clupeola","Harengula clupeola",NA
"2791","Larimus breviceps","Larimus breviceps",NA
"2792","Lutjanus campechanus","Lutjanus campechanus",NA
"2793","Mycteroperca bonaci","Mycteroperca bonaci",NA
"2794","Mycteroperca falcata","Mycteroperca falcata",NA
"2795","Mycteroperca tigris","Mycteroperca tigris",NA
"2796","Ocyurus chrysurus","Ocyurus chrysurus",NA
"2797","Oligoplites palometa","Oligoplites palometa",NA
"2798","Oligoplites saurus","Oligoplites saurus",NA
"2799","Opisthonema oglinum","Opisthonema oglinum",NA
"2800","Sarda sarda","Sarda sarda",NA
"2801","Scomberomorus maculatus","Scomberomorus maculatus",NA
"2802","Selene vomer","Selene vomer",NA
"2803","Sphyraena guachancho","Sphyraena guachancho",NA
"2804","Sphyrna lewini","Sphyrna lewini",NA
"2805","Synodus intermedius","Synodus intermedius",NA
"2806","Trachinotus goodei","Trachinotus goodei",NA
"2807","Trichiurus lepturus","Trichiurus lepturus",NA
"2808","Carcharhinus brachyurus","Carcharhinus brachyurus",NA
"2809","Isurus oxyrinchus","Isurus oxyrinchus",NA
"2810","Sternoptyx diaphana","Sternoptyx diaphana",NA
"2811","Stomias boa","Stomias boa",NA
"2812","Merluccius albidus","Merluccius albidus",NA
"2813","Merluccius australis","Merluccius australis",NA
"2814","Merluccius paradoxus","Merluccius paradoxus",NA
"2815","Merluccius virens","Merluccius virens",NA
"2816","Anser albifrons","Anser albifrons",NA
"2817","Aythya collaris","Aythya collaris",NA
"2818","Chen caerulescens","Chen caerulescens",NA
"2819","Heptranchias perlo","Heptranchias perlo",NA
"2820","Eugomphodus taurus","Eugomphodus taurus",NA
"2821","Carcharhinus leucas","Carcharhinus leucas",NA
