"","MSW05_Order","MSW05_Family","MSW05_Genus","MSW05_Species","MSW05_Binomial","X1.1_ActivityCycle","X5.1_AdultBodyMass_g","X8.1_AdultForearmLen_mm","X13.1_AdultHeadBodyLen_mm","X2.1_AgeatEyeOpening_d","X3.1_AgeatFirstBirth_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X6.1_DietBreadth","X7.1_DispersalAge_d","X9.1_GestationLen_d","X12.1_HabitatBreadth","X22.1_HomeRange_km2","X22.2_HomeRange_Indiv_km2","X14.1_InterbirthInterval_d","X15.1_LitterSize","X16.1_LittersPerYear","X17.1_MaxLongevity_m","X5.3_NeonateBodyMass_g","X13.2_NeonateHeadBodyLen_mm","X21.1_PopulationDensity_n.km2","X10.1_PopulationGrpSize","X23.1_SexualMaturityAge_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X12.2_Terrestriality","X6.2_TrophicLevel","X25.1_WeaningAge_d","X5.4_WeaningBodyMass_g","X13.3_WeaningHeadBodyLen_mm","References","X5.5_AdultBodyMass_g_EXT","X16.2_LittersPerYear_EXT","X5.6_NeonateBodyMass_g_EXT","X5.7_WeaningBodyMass_g_EXT","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","MSW93_Order","MSW93_Family","MSW93_Genus","MSW93_Species","MSW93_Binomial","X14.1_InterBirthInterval_d","X26.4_GR_MRLat_dd","X26.7_GR_MRLong_dd"
"565","Primates","Lemuridae","Eulemur","mongoz","Eulemur mongoz",2,1771.13,-999,354.85,-999,916.15,-999,-999,4,-999,129,1,0.05,0.07,-999,1.11,1,360,59.48,100,346.7,4,1060.7,2.7,-999,2,2,151.13,-999,-999,"208;543;730;899;1046;1048;1261;1297;1544;1546;1547;1768;1848;2151;2344;2428;2493;2655;2660;2986",-999,-999,-999,-999,7006.3,-15.68,-16.54,-16.11,47.58,45.6,46.59,6,22.11,6,0.18,125.88,261.99,932.21,1603.66,NA,NA,NA,NA,NA,NA,NA,NA
"566","Primates","Lemuridae","Eulemur","rubriventer","Eulemur rubriventer",2,2015.4,-999,404.72,-999,-999,-999,-999,4,-999,126.99,1,0.13,-999,-999,1.01,-999,-999,84.97,-999,30,4.75,566.36,3.3,-999,2,2,151.22,-999,-999,"208;1015;1046;1048;1261;1297;1544;1545;1546;1547;1848;2151;2344;2655;3089",-999,-999,-999,-999,56908.42,-13.8,-23.11,-18.45,50.03,46.7,48.36,5,35.25,8,0.18,178.11,194.33,1343.97,1575.52,NA,NA,NA,NA,NA,NA,NA,NA
"567","Primates","Lemuridae","Eulemur","rufus","Eulemur rufus",2,2394.62,-999,457.01,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.5,-999,-999,-999,-999,-999,-999,"732;1546",-999,-999,-999,-999,71558.47,-15.93,-23.08,-19.51,48.52,43.61,46.07,2,15.27,2,0.19,106.88,228.42,1004.06,1547.03,NA,NA,NA,NA,NA,NA,NA,NA
"568","Primates","Lemuridae","Eulemur","sanfordi","Eulemur sanfordi",2,2394.03,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.7,-999,-999,-999,-999,-999,-999,"1546",-999,-999,-999,-999,4197.82,-12.25,-13.31,-12.78,49.75,48.89,49.32,9,19.75,9,0.17,101.31,251.5,1193,1510,NA,NA,NA,NA,NA,NA,NA,NA
"569","Carnivora","Otariidae","Eumetopias","jubatus","Eumetopias jubatus",1,382466.74,-999,2692.71,0,-999,-999,-999,6,-999,342.1,2,-999,-999,365,0.96,-999,360,18250,-999,-999,-999,1965.83,-999,-999,1,2,351,-999,-999,"367;543;1015;1297;1763;2151;2655;2986",-999,1.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA
"570","Primates","Galagidae","Galago","thomasi","Galago thomasi",-999,117.35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,"1544;1547;2344",-999,-999,-999,-999,4366268.46,9.51,-12.14,-1.31,38.75,-13.5,12.62,0,36.79,1,0.13,139.93,240.27,1277.67,1534.76,NA,NA,NA,NA,NA,NA,NA,NA
"571","Primates","Galagidae","Galago","zanzibaricus","Galago zanzibaricus",-999,147.35,-999,-999,-999,365,-999,-999,4,-999,120,-999,0.01,0.02,182.5,1.29,2,-999,14.5,-999,169,-999,322.75,1,-999,-999,2,59.27,-999,-999,"223;1260;1297;1544;1547;2151;2344;2493;2655",-999,-999,-999,-999,1375379.35,2.07,-25.76,-11.84,45.25,32.31,38.78,1,39.72,2,0.17,76,239.53,888.6,1570.98,NA,NA,NA,NA,NA,NA,NA,NA
"572","Rodentia","Caviidae","Galea","flavidens","Galea flavidens",3,450,-999,-999,-999,-999,-999,-999,1,-999,53,2,-999,-999,53,-999,7,-999,-999,-999,-999,-999,77.03,-999,4,1,1,-999,-999,-999,"2151;2655",-999,-999,-999,-999,663119.59,-5.4,-14.08,-9.74,-34.81,-45.17,-39.99,1,61.72,3,0.07,85.64,245.93,945.85,1432.75,NA,NA,NA,NA,NA,NA,NA,NA
"573","Rodentia","Caviidae","Galea","musteloides","Galea musteloides",3,386.64,-999,-999,-999,-999,262.83,322.5,2,-999,53.9,2,-999,-999,53.1,2.6,7,21.6,37.39,-999,-999,-999,55.92,-999,4,1,1,31.13,113.68,-999,"543;890;1297;1566;1822;1849;2151;2456;2479;2655",-999,-999,-999,-999,1147818.41,-14.54,-39.01,-26.77,-57.36,-70.66,-64.01,0,10.81,0,0.08,50.95,123.44,608.15,1160.83,NA,NA,NA,NA,NA,NA,NA,NA
"574","Rodentia","Caviidae","Galea","spixii","Galea spixii",3,360.61,-999,-999,-999,-999,-999,-999,1,-999,50.66,2,0.000535015,0.000682344,53,2.19,6.75,55.2,33.62,-999,-999,-999,91.47,-999,4,1,1,42.09,-999,-999,"543;1297;1718;2151;2456;2655",-999,-999,-999,-999,5441291.73,2.11,-24.49,-11.19,-34.79,-63.25,-49.02,0,32.58,0,0.1,132.09,237.59,1160.13,1483.09,NA,NA,NA,NA,NA,NA,NA,NA
"575","Soricomorpha","Talpidae","Galemys","pyrenaicus","Galemys pyrenaicus",2,60.17,-999,125,-999,-999,-999,-999,2,-999,30,3,0.001551623,0.001393636,-999,3.54,2,60,-999,30.99,4.18,1.5,371.23,1,-999,1,3,-999,-999,-999,"511;543;560;562;899;1129;1297;1848;2131;2212;2346;2655;2735;2736;2737;2738;2739;2740;2786",-999,-999,2.22,-999,171300.87,43.77,40.12,41.94,3.09,-8.96,-2.93,5,97.04,8,-0.01,65.84,107.11,550.34,805.09,NA,NA,NA,NA,NA,NA,NA,NA
"576","Rodentia","Cricetidae","Galenomys","garleppi","Galenomys garleppi",-999,59.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,141711.01,-14.92,-20.37,-17.64,-67.5,-71.37,-69.44,0,17.71,0,0.03,54.88,31.83,511.76,1172.91,NA,NA,NA,NA,NA,NA,NA,NA
"577","Dermoptera","Cynocephalidae","Galeopterus","variegates","Galeopterus variegates",1,1112.2,-999,379.43,-999,-999,-999,-999,3,-999,59.99,1,-999,-999,-999,1,-999,3.45,-999,-999,-999,-999,-999,-999,2,2,1,-999,-999,-999,"679;1008;1297;1786;1848;2152;2655",-999,-999,-999,-999,1401022.2,14.88,-8.78,3.05,119.26,95.18,107.22,1,163.58,4,0.13,225.4,252.23,1582.07,1726.81,NA,NA,NA,NA,NA,NA,NA,NA
"578","Carnivora","Herpestidae","Galerella","flavescens","Galerella flavescens",-999,750,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,"1113;2655",-999,-999,-999,-999,279748.74,-13.16,-22.25,-17.71,16.78,11.71,14.25,0,4.05,0,0.06,36.5,181.27,538.46,1300,NA,NA,NA,NA,NA,NA,NA,NA
"579","Carnivora","Herpestidae","Galerella","ochracea","Galerella ochracea",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,452479.81,10.95,-1.53,4.71,50.29,41.13,45.71,1,14.41,3,0.05,23.4,259.65,349.26,1777.71,NA,NA,NA,NA,NA,NA,NA,NA
"580","Carnivora","Herpestidae","Galerella","pulverulenta","Galerella pulverulenta",3,791.4,-999,349.38,-999,-999,-999,-999,2,-999,-999,1,3.81,4.03,-999,2.25,-999,104.5,20.19,-999,10,-999,-999,-999,-999,1,3,-999,-999,-999,"1113;1297;1573;2655",-999,-999,-999,-999,634570.78,-25.49,-34.83,-30.16,29.87,16.48,23.18,0,24.97,0,0.09,28.26,158.01,422.46,1085.81,NA,NA,NA,NA,NA,NA,NA,NA
"581","Carnivora","Herpestidae","Galerella","sanguinea","Galerella sanguinea",3,543.83,-999,329.01,20,-999,372.6,490,6,-999,61.27,1,0.66,0.79,182.5,2.5,2,72,-999,-999,1.32,-999,465.57,-999,-999,1,2,54.44,-999,-999,"367;543;730;1113;1297;1822;2655",-999,-999,-999,-999,16368169.48,18.8,-32.93,-7.06,51.41,-17.53,16.93,0,33.39,1,0.13,84.92,233.27,878.9,1533.83,NA,NA,NA,NA,NA,NA,NA,NA
"582","Carnivora","Mustelidae","Galictis","cuja","Galictis cuja",2,1000,-999,423.29,-999,-999,-999,-999,1,-999,-999,1,-999,-999,-999,-999,-999,87,-999,-999,-999,-999,-999,-999,-999,1,3,-999,-999,-999,"890;1113;2151;2655",-999,-999,-999,-999,4564918.07,-14.23,-43.79,-29.01,-41.94,-74.35,-58.14,0,34.44,0,0.07,76.07,152.93,811.92,1122.34,NA,NA,NA,NA,NA,NA,NA,NA
"583","Carnivora","Mustelidae","Galictis","vittata","Galictis vittata",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,10078448.48,23.11,-16.1,3.5,-34.79,-98.67,-66.73,0,18.86,0,0.12,159.64,247.98,1331.26,1576.89,NA,NA,NA,NA,NA,NA,NA,NA
"584","Carnivora","Eupleridae","Galidia","elegans","Galidia elegans",2,810,-999,351.07,4.5,-999,-999,-999,6,365,76.11,4,0.17,0.2,365,1,1,158.4,48.73,-999,15.85,1.5,742.46,1.75,2,2,2,59.27,509.57,-999,"463;543;730;855;1048;1113;1297;1740;2151;2263;2333;2527;2655",-999,-999,-999,-999,120561.29,-12.33,-25.2,-18.76,50.47,43.92,47.19,2,28.71,3,0.17,154.88,212,1249.86,1591.43,NA,NA,NA,NA,NA,NA,NA,NA
"585","Carnivora","Eupleridae","Galidictis","fasciata","Galidictis fasciata",2,549.99,-999,318.31,-999,-999,-999,-999,2,-999,-999,1,-999,-999,365,1,1,-999,-999,-999,-999,2,-999,-999,-999,1,3,-999,-999,-999,"1048;1113;1297;2151;2333;2655",-999,-999,-999,-999,87237.59,-14,-25.2,-19.6,50.47,46.53,48.5,5,33.5,8,0.19,178.59,197.78,1343.86,1610.03,NA,NA,NA,NA,NA,NA,NA,NA
"586","Carnivora","Eupleridae","Galidictis","grandidieri","Galidictis grandidieri",2,1400,-999,359.99,-999,-999,-999,-999,2,-999,-999,1,-999,-999,365,1,1,-999,-999,-999,-999,-999,-999,-999,-999,1,3,-999,-999,-999,"1015;1048;1113;2655",-999,-999,-999,-999,4044.38,-23.82,-24.76,-24.29,44.25,43.66,43.96,9,13,9,0.18,43.21,241.82,653.32,1921.68,NA,NA,NA,NA,NA,NA,NA,NA
"587","Artiodactyla","Bovidae","Gazella","arabica","Gazella arabica",-999,24124.67,-999,1000,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,1.5,-999,135.96,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,"899;1525;2655",-999,-999,-999,-999,17363.03,14.41,13.05,13.73,45.72,43.57,44.65,32,137.77,32,0.29,4.53,166.59,137.32,1739.51,NA,NA,NA,NA,NA,NA,NA,NA
"588","Artiodactyla","Bovidae","Gazella","bennettii","Gazella bennettii",-999,18916.67,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,1733312.37,34.26,15.43,24.85,84.07,64.49,74.28,4,203.1,13,0.11,57.22,248.26,529.23,1405.69,NA,NA,NA,NA,NA,NA,NA,NA
"589","Artiodactyla","Bovidae","Gazella","cuvieri","Gazella cuvieri",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,1047003.29,37.09,23.78,30.43,10.11,-15.82,-2.85,0,50.98,0,0.16,19.8,177.16,266.43,1174.07,NA,NA,NA,NA,NA,NA,NA,NA
"590","Artiodactyla","Bovidae","Gazella","dorcas","Gazella dorcas",2,15635.95,-999,965.68,-999,836.45,-999,-999,6,-999,172,1,15.52,-999,337.85,1.22,-999,209.04,1573.21,499.99,2.3,-999,620.76,6.75,-999,1,2,61.35,4001.14,-999,"511;543;869;1208;1297;1525;1554;1763;1848;2655;2693;3111",-999,1.14,-999,-999,10374953.94,37.34,9.86,23.6,49.71,-17.1,16.3,0,18.55,0,0.09,8.05,239.42,132.39,1299.98,NA,NA,NA,NA,NA,NA,NA,NA
"591","Artiodactyla","Bovidae","Gazella","erlangeri","Gazella erlangeri",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,153353.23,17.38,12.59,14.99,46.73,42.59,44.66,1,80.01,3,0.24,9.51,195.19,268.57,1592.18,NA,NA,NA,NA,NA,NA,NA,NA
"592","Artiodactyla","Bovidae","Gazella","gazella","Gazella gazella",2,21306.83,-999,1012.85,0,547.5,-999,-999,3,182.5,180,1,1.46,1.37,228.12,1.22,-999,219,2124.99,-999,0.4,-999,485.11,7.2,-999,1,1,86.17,-999,-999,"511;543;856;1065;1208;1297;1525;1554;1573;1848;1985;2655",-999,1.39,-999,-999,1151478.67,34.39,12.59,23.49,59.83,34.37,47.1,0,48.74,0,0.19,11.17,226.59,180.3,1399.5,NA,NA,NA,NA,NA,NA,NA,NA
"593","Artiodactyla","Bovidae","Gazella","leptoceros","Gazella leptoceros",-999,24645.75,-999,1032.67,-999,319.37,-999,-999,2,-999,167.29,1,-999,-999,-999,1,-999,168,4615.3,-999,-999,-999,-999,-999,-999,1,1,-999,-999,-999,"511;543;899;1297;1525;1848;2655;2693",-999,-999,-999,-999,2188576.06,34.3,15.34,24.82,30.94,-8.69,11.12,0,6.52,0,0.15,3.93,244.58,94.23,1253.26,NA,NA,NA,NA,NA,NA,NA,NA
"594","Artiodactyla","Bovidae","Gazella","saudiya","Gazella saudiya",-999,16000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA
"595","Artiodactyla","Bovidae","Gazella","spekei","Gazella spekei",-999,20000,-999,885,-999,-999,-999,-999,-999,-999,178.59,1,-999,-999,206.5,1,-999,152.04,1250,-999,-999,-999,403.21,14.25,-999,1,-999,-999,-999,-999,"511;1297;1525;1554;1848;2655;2693",-999,1.46,-999,-999,170828.32,10.91,2.02,6.47,51.41,44,47.71,1,11.38,3,0.04,13.51,248.39,203.01,1795.45,NA,NA,NA,NA,NA,NA,NA,NA
"596","Artiodactyla","Bovidae","Gazella","subgutturosa","Gazella subgutturosa",2,26981.37,-999,957.35,-999,-999,-999,-999,3,-999,159.68,1,-999,-999,-999,1.39,-999,240,2317.85,-999,0.64,-999,413.84,5.5,4,1,1,116.41,-999,-999,"511;543;1208;1297;1602;1848;2401;2655",-999,-999,-999,-999,8787218.98,49.21,14.92,32.06,117.89,33.79,75.84,0,25.76,0,0.09,17.2,122.65,208.39,923.51,NA,NA,NA,NA,NA,NA,NA,NA
"597","Carnivora","Viverridae","Genetta","abyssinica","Genetta abyssinica",-999,1405.48,-999,422.85,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,"1113;2655",-999,-999,-999,-999,418638.21,16.39,9.06,12.72,44.82,36.42,40.62,3,55.58,5,0.11,61.18,232.59,689.24,1650.07,NA,NA,NA,NA,NA,NA,NA,NA
"598","Carnivora","Viverridae","Genetta","angolensis","Genetta angolensis",1,1859.64,-999,472.01,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,"1113;2655",-999,-999,-999,-999,2087717.97,-1.99,-17.95,-9.97,38.39,14.18,26.29,1,19.81,2,0.21,94.05,216.39,889.31,1465.56,NA,NA,NA,NA,NA,NA,NA,NA
"599","Rodentia","Muridae","Gerbillus","gerbillus","Gerbillus gerbillus",-999,26.99,-999,-999,-999,-999,15.53,29.2,-999,-999,-999,-999,-999,-999,-999,4.14,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1297;2655;2978",-999,-999,-999,-999,11449433.72,37.34,5.85,21.6,51.41,-17.04,17.18,0,23.26,0,0.1,17.95,233.5,237.04,1347.34,NA,NA,NA,NA,NA,NA,NA,NA
"600","Rodentia","Muridae","Gerbillus","gleadowi","Gerbillus gleadowi",-999,26.01,-999,-999,-999,-999,-999,-999,-999,-999,20,-999,-999,-999,-999,3,-999,-999,1.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1297;1849;2328;2655;2978",-999,-999,-999,-999,409918.82,32.76,23.99,28.38,75.82,68.12,71.97,7,206.08,24,0.12,30.76,252.97,347.42,1322.29,NA,NA,NA,NA,NA,NA,NA,NA
"601","Rodentia","Muridae","Gerbillus","grobbeni","Gerbillus grobbeni",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,1373.45,32.82,32.45,32.64,23.03,22.45,22.74,7,7,7,0.16,27.32,182.67,225.91,1388.54,NA,NA,NA,NA,NA,NA,NA,NA
"602","Rodentia","Muridae","Bandicota","savilei","Bandicota savilei",-999,260.63,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"456",-999,-999,-999,-999,678506.64,22.69,11.27,16.98,109.46,95.62,102.54,2,94.32,7,0.09,134.78,244.58,1132.93,1579.38,NA,NA,NA,NA,NA,NA,NA,NA
"603","Chiroptera","Vespertilionidae","Barbastella","barbastellus","Barbastella barbastellus",-999,8.31,38.49,-999,-999,-999,-999,-999,1,-999,-999,1,-999,-999,-999,1.73,1,252,-999,-999,-999,-999,-999,-999,-999,2,3,-999,-999,-999,"196;543;1297;1658;2143;2151;2622;2655;2719;2884",-999,-999,-999,-999,3884782.92,60.57,27.99,44.28,49.43,-17.33,16.05,3,129.06,16,0.00949499719783702,57.71,84.24,498.71,630.2,NA,NA,NA,NA,NA,NA,NA,NA
"604","Chiroptera","Vespertilionidae","Barbastella","leucomelas","Barbastella leucomelas",-999,15.05,41.49,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"1658;2151;2622;2655",-999,-999,-999,-999,3609915.54,45.52,15.46,30.49,145.82,33.91,89.86,0,143.24,1,0.08,84.55,82.03,630.25,997.18,NA,NA,NA,NA,NA,NA,NA,NA
"605","Carnivora","Procyonidae","Bassaricyon","alleni","Bassaricyon alleni",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,467192.71,-0.16,-13.86,-7.01,-66.12,-77.25,-71.69,0,2.2,0,0.15,208.81,258.1,1455.99,1506.65,NA,NA,NA,NA,NA,NA,NA,NA
"606","Carnivora","Procyonidae","Bassaricyon","beddardi","Bassaricyon beddardi",1,1235.01,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,"1113;2151;2655",-999,-999,-999,-999,441326.32,6.43,-0.71,2.85,-60.52,-67.5,-64.01,0,0.69,0,0.23,186.26,239.89,1600.58,1677.17,NA,NA,NA,NA,NA,NA,NA,NA
"607","Carnivora","Procyonidae","Bassaricyon","gabbii","Bassaricyon gabbii",1,1250,-999,411.27,18.5,-999,-999,-999,6,-999,76.65,2,-999,-999,-999,1,-999,300,54.99,-999,6.02,-999,607.2,-999,-999,2,2,89.49,-999,-999,"543;730;890;1113;2151;2655",-999,-999,-999,-999,803202.18,13.29,-3.13,5.08,-69.42,-86.14,-77.78,0,46.86,0,0.1,176.37,230.94,1406.78,1524.8,NA,NA,NA,NA,NA,NA,NA,NA
"608","Carnivora","Procyonidae","Bassaricyon","lasius","Bassaricyon lasius",1,1200,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,"1113;2151;2655",-999,-999,-999,-999,3842.65,10.41,9.72,10.06,-83.52,-84.14,-83.83,58,196.05,58,0.17,238.21,218.22,1424.04,1755,NA,NA,NA,NA,NA,NA,NA,NA
"609","Carnivora","Procyonidae","Bassaricyon","pauli","Bassaricyon pauli",1,1200,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,"1113;2151;2655",-999,-999,-999,-999,1402.79,9.1,8.63,8.86,-82.69,-83.05,-82.87,13,29.67,13,0.05,233,295.37,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA
"610","Carnivora","Procyonidae","Bassariscus","astutus","Bassariscus astutus",1,1010.37,-999,338.98,33.12,365,-999,-999,6,180,54.23,1,0.74,0.78,365,3,1,198,27.74,-999,3.58,-999,278.08,-999,4,1,2,53.84,258.7,-999,"543;730;1113;1297;1573;2151;2655",-999,-999,-999,-999,3916072.44,43.65,15.64,29.65,-91.33,-124.56,-107.94,0,37.3,0,0.09,45.32,153.99,580.64,1152.3,NA,NA,NA,NA,NA,NA,NA,NA
"611","Carnivora","Procyonidae","Bassariscus","sumichrasti","Bassariscus sumichrasti",1,906,-999,423.73,-999,-999,448.2,906,6,-999,-999,1,-999,-999,-999,2,-999,276,-999,-999,17.89,-999,841.82,-999,4,1,2,119.32,-999,-999,"367;543;730;1113;1297;2151;2655",-999,-999,-999,-999,625977.74,21.6,8.51,15.06,-82.32,-100.68,-91.5,3,60.47,5,0.14,134.37,230.31,1232.18,1616.96,NA,NA,NA,NA,NA,NA,NA,NA
"612","Rodentia","Bathyergidae","Bathyergus","janetta","Bathyergus janetta",-999,388.69,-999,-999,15,-999,217.21,406,4,59.99,-999,1,-999,-999,-999,3.49,1.75,-999,15.39,-999,-999,-999,-999,1,-999,1,1,27.79,-999,-999,"245;247;1297;1822;2629;2655",-999,-999,-999,-999,33849.47,-28.03,-30.66,-29.34,18.93,16.06,17.5,0,1.65,1,0.13,7.72,164.97,189.82,992.93,NA,NA,NA,NA,NA,NA,NA,NA
"613","Rodentia","Bathyergidae","Bathyergus","suillus","Bathyergus suillus",-999,777.38,-999,278.86,10,-999,322.78,666,3,59.99,68.41,2,0.002096145,0.002686,-999,2.89,1.5,-999,33.99,-999,70,-999,-999,1,-999,1,1,20.84,-999,-999,"230;245;247;740;1297;1573;1822;1849;2413;2629;2655",-999,-999,-999,-999,59404.22,-31.31,-34.83,-33.07,23.23,17.84,20.54,1,76.3,1,0.08,31.42,158.93,439.87,1200.41,NA,NA,NA,NA,NA,NA,NA,NA
"614","Rodentia","Muridae","Batomys","dentatus","Batomys dentatus",-999,-999,-999,195,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2152",213.39,-999,-999,-999,366.42,16.69,16.49,16.59,120.94,120.74,120.84,93,199.63,93,0.08,337.02,213.54,1353.88,1544.48,NA,NA,NA,NA,NA,NA,NA,NA
"615","Rodentia","Muridae","Batomys","granti","Batomys granti",-999,169.53,-999,204,-999,-999,-999,-999,-999,-999,-999,-999,0.001546275,0.001425879,-999,-999,-999,-999,-999,-999,383.46,-999,-999,-999,-999,-999,-999,-999,-999,-999,"170;2152;2655",-999,-999,-999,-999,731.71,16.94,13.55,15.24,123.47,120.77,122.12,93,208.82,93,0.09,323.55,216.25,1443,1557,NA,NA,NA,NA,NA,NA,NA,NA
"616","Rodentia","Muridae","Batomys","russatus","Batomys russatus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA
"617","Rodentia","Muridae","Batomys","salomonseni","Batomys salomonseni",-999,185.76,-999,175,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"456;2152;2655",-999,-999,-999,-999,102368.09,11.7,5.55,8.63,126.6,121.89,124.24,33,171.51,55,0.11,175.7,238.87,1567.81,1734.24,NA,NA,NA,NA,NA,NA,NA,NA
"618","Chiroptera","Vespertilionidae","Bauerus","dubiaquercus","Bauerus dubiaquercus",-999,22.22,53.29,-999,-999,-999,-999,-999,1,-999,-999,1,-999,-999,-999,1.71,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,3,-999,-999,-999,"804;907;1297;1658;2151;2622;2655",-999,-999,-999,-999,295020.71,21.5,11.17,16.34,-83.15,-106.52,-94.83,2,31.58,3,0.18,171.52,241.32,1396.07,1619.64,NA,NA,NA,NA,NA,NA,NA,NA
