"","hosts","hostclean","group"
"12336","Lutjanus mahogani","Lutjanus mahogani",NA
"12337","Nassarius obsoletus","Nassarius obsoletus","Gastropoda"
"12338","Geronticus oxycerus","Aves","Aves"
"12339","Olivella plicata","Gastropoda","Gastropoda"
"12340","Palaemonetes pugio","Palaemonetes pugio","Malacostraca"
"12341","Chelus fimbriata","Chelus fimbriata","Reptilia"
"12342","Chelys fimbriata","Chelys fimbriata",NA
"12343","Kinixys erosa","Kinixys erosa","Reptilia"
"12344","Peltocephalus dumerilianus","Peltocephalus dumerilianus","Reptilia"
"12345","Phrynops geoffroanus","Phrynops geoffroanus","Reptilia"
"12346","Phrynops gibbus","Mesoclemmys gibba","Reptilia"
"12347","Phrynops hilarii","Phrynops hilarii","Reptilia"
"12348","Phrynops schopfi","Phrynops schopfi",NA
"12349","Podocnemis tracaxa","Podocnemis tracaxa",NA
"12350","Bairdiella ronchus","Bairdiella ronchus","Teleostei"
"12351","Benthonella gaza","Benthonella gaza","Gastropoda"
"12352","Sphoeroides testudineus","Sphoeroides testudineus","Teleostei"
"12353","Strongylura timucu","Strongylura timucu","Teleostei"
"12354","Falco cyaneus","Falco cyaneus",NA
"12355","Falco magnirostris","Cancris falconensis","Granuloreticulosea"
"12356","Rana cascadae","Rana cascadae","Amphibia"
"12357","Ictiobus niger","Ictiobus niger","Teleostei"
"12358","Chelonia imbricata","Chelonia imbricata",NA
"12359","Cambarus bartoni","Cambarus bartonii","Malacostraca"
"12360","Cambarus robustus","Cambarus robustus","Malacostraca"
"12361","Cambarus virilis","Cambarus virilis",NA
"12362","Felis rufa","Felis rufa",NA
"12363","Orconectes propinquus","Orconectes propinquus","Malacostraca"
"12364","Orconectes rusticus","Orconectes rusticus","Malacostraca"
"12365","Pomatiopsis cincinnatiensis","Pomatiopsis cincinnatiensis","Gastropoda"
"12366","Pomatiopsis lapidaria","Pomatiopsis lapidaria","Gastropoda"
"12367","Procambarus blandingi","Procambarus blandingii","Malacostraca"
"12368","Balantiopteryx plicata","Balantiopteryx plicata","Mammalia"
"12369","Nycteris intermedia","Nycteris intermedia","Mammalia"
"12370","Gemma gemma","Gemma gemma","Bivalvia"
"12371","Nuticola tantilla","Nuticola tantilla",NA
"12372","Cerithidea scalariformis","Cerithidea scalariformis","Gastropoda"
"12373","Collisella scabra","Collisella scabra","Gastropoda"
"12374","Lottia digitalis","Lottia digitalis","Gastropoda"
"12375","Polymesoda maritema","Polymesoda maritema",NA
"12376","Crocidura moreleti","Ancistroplax crocidurae","Insecta"
"12377","Crocodylus acetus","Crocodylus acetus",NA
"12378","Nandropsis tetracanthus","Nandropsis tetracanthus",NA
"12379","Goniobasis livescens","Goniobasis livescens","Gastropoda"
"12380","Pleurocera acuta","Pleurocera acuta","Gastropoda"
"12381","Fundulus sciadicus","Fundulus sciadicus","Teleostei"
"12382","Tylosurus leiurus","Strongylura leiura","Teleostei"
"12383","Esox vermiculatus","Esox vermiculatus",NA
"12384","Etheostoma blennoides","Etheostoma blennoides",NA
"12385","Ammocrypta pellucida","Ammocrypta pellucida","Teleostei"
"12386","Notropis stramineus","Notropis stramineus","Teleostei"
"12387","Percina copelandi","Percina copelandi","Teleostei"
"12388","Dionda episcopa","Dionda episcopa","Teleostei"
"12389","Elimia symmetrica","Elimia symmetrica","Gastropoda"
"12390","Neptunea antiqua","Neptunea antiqua","Gastropoda"
"12391","Acrocheilus alutaceus","Acrocheilus alutaceus","Teleostei"
"12392","Archocentrus nigrofasciatus","Archocentrus nigrofasciatus","Teleostei"
"12393","Cottus pygmaeus","Cottus paulus","Teleostei"
"12394","Elassoma zonatum","Elassoma zonatum","Teleostei"
"12395","Hypentelium etowanum","Hypentelium etowanum","Teleostei"
"12396","Ictalurus serracanthus","Ameiurus serracanthus","Teleostei"
"12397","Moxostoma carinatum","Moxostoma carinatum","Teleostei"
"12398","Nocomis leptocephalus","Nocomis leptocephalus","Teleostei"
"12399","Nocomis micropogon","Nocomis micropogon","Teleostei"
"12400","Notropis baileyi","Notropis baileyi","Teleostei"
"12401","Notropis bellus","Lythrurus bellus","Teleostei"
"12402","Notropis caeruleus","Cyprinella caerulea","Teleostei"
"12403","Notropis callistius","Cyprinella callistia","Teleostei"
"12404","Notropis chrysocephalus","Luxilus chrysocephalus","Teleostei"
"12405","Notropis heterodon","Notropis heterodon","Teleostei"
"12406","Notropis texanus","Notropis texanus","Teleostei"
"12407","Notropis zonistius","Luxilus zonistius","Teleostei"
"12408","Notropis rubellus","Notropis rubellus","Teleostei"
"12409","Noturus leptacanthus","Noturus leptacanthus","Teleostei"
"12410","Percina carpioides","Teleostei","Teleostei"
"12411","Epiplatys senegalensis","Epiplatys spilargyreius","Teleostei"
"12412","Epiplatys sexfasciatus","Epiplatys sexfasciatus","Teleostei"
"12413","Crocodylus rhombifer","Crocodylus rhombifer","Reptilia"
"12414","Agamia agami","Agamia agami","Aves"
"12415","Rynchops nigra","Rynchops niger","Aves"
"12416","Goniobasis semicarinata","Elimia semicarinata","Gastropoda"
"12417","Elimia semicarinata","Elimia semicarinata","Gastropoda"
"12418","Arius guatemalensis","Arius guatemalensis",NA
"12419","Sphargis coriaca","Sphargis coriaca",NA
"12420","Buteo virescens","Turbonilla buteonis","Gastropoda"
"12421","Neofiber alleni","Neofiber alleni","Mammalia"
"12422","Microtus montanus","Microtus montanus","Mammalia"
"12423","Sterna nilotica","Gelochelidon nilotica","Aves"
"12424","Oxytrema circumlineata","Oxytrema circumlineata",NA
"12425","Leptoxis carinata","Leptoxis carinata","Gastropoda"
"12426","Lithoglyphus virens","Lithoglyphus virens","Gastropoda"
"12427","Flumenicola fusca","Flumenicola fusca",NA
"12428","Flumenicola seminalis","Flumenicola seminalis",NA
"12429","Valvata tricarinata","Valvata tricarinata","Gastropoda"
"12430","Microtus longicaudus","Microtus longicaudus","Mammalia"
"12431","Chaetodon fremblii","Chaetodon fremblii","Teleostei"
"12432","Stegastes fasciolatus","Stegastes fasciolatus","Teleostei"
"12433","Zebrasoma flavescens","Zebrasoma flavescens","Teleostei"
"12434","Mycteroperca interstitialis","Mycteroperca interstitialis","Teleostei"
"12435","Rhamdia rogersi","Rhamdia rogersi",NA
"12436","Staurotypus triporcatus","Staurotypus triporcatus","Reptilia"
"12437","Lepas indicus","Lepas indicus",NA
"12438","Awaous tajasica","Awaous tajasica","Teleostei"
"12439","Sicydium plumieri","Sicydium plumieri","Teleostei"
"12440","Amyda ferox","Apalone spinifera","Reptilia"
"12441","Apalone mutica","Apalone mutica","Reptilia"
"12442","Trionyx ferox","Apalone ferox","Reptilia"
"12443","Fiber zibethicus","Ondatra zibethicus","Mammalia"
"12444","Balistes verres","Sufflamen verres","Teleostei"
"12445","Pachynathus capistratus","Pachynathus capistratus",NA
"12446","Natrix sipedon","Nerodia sipedon","Reptilia"
"12447","Aplochiton zebra","Aplochiton zebra","Teleostei"
"12448","Heleobia hatcheri","Heleobia hatcheri",NA
"12449","Littoridina parchappei","Littoridina parchappei",NA
"12450","Loricariichthys anus","Loricariichthys anus","Teleostei"
"12451","Gymnorhamphichthys hypostomus","Gymnorhamphichthys hypostomus","Teleostei"
"12452","Chironectes panamensis","Chironectes panamensis",NA
"12453","Delphinus tacuschi","Delphinus tacuschi",NA
"12454","Orcaella brevirostris","Orcaella brevirostris","Mammalia"
"12455","Orcella brevirostris","Orcella brevirostris",NA
"12456","Sotalia pallida","Sotalia fluviatilis","Mammalia"
"12457","Pristobrycon striolatus","Pristobrycon striolatus","Teleostei"
"12458","Micronycteris hirsuta","Micronycteris hirsuta","Mammalia"
"12459","Myleus asterias","Myleus asterias","Teleostei"
"12460","Myleus rubripinus","Myleus rubripinus",NA
"12461","Myleus NA","Teleostei","Teleostei"
"12462","Myleus rubripinnis","Myloplus rubripinnis","Teleostei"
"12463","Pellona castelnaeana","Pellona castelnaeana","Teleostei"
"12464","Henicorhina leucosticta","Henicorhina leucosticta","Aves"
"12465","Phaenostictus mcleannani","Phaenostictus mcleannani","Aves"
"12466","Thryothorus pleurostictus","Thryophilus pleurostictus","Aves"
"12467","Cervus dichotomus","Cervus dichotomus",NA
"12468","Odocoileus gymnotus","Odocoileus gymnotus",NA
"12469","Osbeckia scripta","Aluterus scriptus","Teleostei"
"12470","Anolis scypheus","Anolis scypheus","Reptilia"
"12471","Thraupis ornata","Thraupis ornata","Aves"
"12472","Centropomus pectinatus","Centropomus pectinatus","Teleostei"
"12473","Scomberomorus caballa","Scomberomorus caballa",NA
"12474","Sphyraena obtusata","Sphyraena obtusata","Teleostei"
"12475","Zonichthys nigrofasciata","Zonichthys nigrofasciata",NA
"12476","Larus modestus","Leucophaeus modestus","Aves"
"12477","Phalacrocorax bougainvilleii","Phalacrocorax bougainvilleii",NA
"12478","Peropteryx macrotis","Peropteryx macrotis","Mammalia"
"12479","Pseudis meridionalis","Pseudis meridionalis",NA
"12480","Pseudis minuta","Pseudis minuta","Amphibia"
"12481","Chironius fuscus","Chironius fuscus","Reptilia"
"12482","Herpetodryas fuscus","Herpetodryas fuscus",NA
"12483","Bothrops neuwiedi","Bothrops neuwiedi","Reptilia"
"12484","Leimadophis almadensis","Leimadophis almadensis",NA
"12485","Leptodactylus tiphonius","Leptodactylus tiphonius",NA
"12486","Lygophis flavifrenatus","Lygophis flavifrenatus","Reptilia"
"12487","Philodryas olfersii","Philodryas olfersii","Reptilia"
"12488","Xenodon merremii","Xenodon merremii","Reptilia"
"12489","Hyla pulchella","Hypsiboas pulchellus","Amphibia"
"12490","Hemipipa carvalhoi","Hemipipa carvalhoi",NA
"12491","Pipa carvalhoi","Pipa carvalhoi","Amphibia"
"12492","Pseudis paradoxa","Pseudis paradoxa","Amphibia"
"12493","Dromicus typhlus","Dromicus typhlus",NA
"12494","Liophis typhlus","Erythrolamprus typhlus","Reptilia"
"12495","Drepanotrema kermatoides","Drepanotrema kermatoides","Gastropoda"
"12496","Lisapsus limellum","Lisapsus limellum",NA
"12497","Lysapsus limellus","Pseudis caraya","Amphibia"
"12498","Chilina dombeyana","Chilina dombeyana",NA
"12499","Leporinus muyscorum","Leporinus muyscorum","Teleostei"
"12500","Bufo bimaculatus","Bufo bimaculatus",NA
"12501","Axinurus dugesii","Axinurus dugesii",NA
"12502","Hemirhamphus brasiliensis","Hemirhamphus brasiliensis",NA
"12503","Spilotes pullatus","Spilotes pullatus","Reptilia"
"12504","Hypostomus boulengeri","Hypostomus boulengeri","Teleostei"
"12505","Hypostomus paranensis","Hypostomus paranensis",NA
"12506","Hypostomus piratutu","Hypostomus piratutu",NA
"12507","Roeboides bonariensis","Roeboides bonariensis",NA
"12508","Iheringichthys labrosus","Iheringichthys labrosus","Teleostei"
"12509","Leporinus elongatus","Leporinus elongatus","Teleostei"
"12510","Curimata vittata","Curimata vittata","Teleostei"
"12511","Gallinula galeata","Gallinula galeata",NA
"12512","Noctilio labialis","Noctilio labialis",NA
"12513","Myleus pacu","Myleus pacu","Teleostei"
"12514","Myleus torquatus","Myleus torquatus","Teleostei"
"12515","Salmo auratus","Salmo auratus",NA
"12516","Chaetostomus leucomeles","Chaetostomus leucomeles",NA
"12517","Brycon lundi","Brycon lundi",NA
"12518","Micropogon furnieri","Micropogonias furnieri","Teleostei"
"12519","Steindachnerina insculpta","Steindachnerina insculpta","Teleostei"
"12520","Basilichthys bonariensis","Basilichthys bonariensis",NA
"12521","Orestias agassi","Orestias agassi",NA
"12522","Orestias olivaceous","Orestias olivaceous",NA
"12523","Pitangus sulphuratus","Pitangus sulphuratus","Aves"
"12524","Diplodon chilensis","Diplodon chilensis","Bivalvia"
"12525","Porphyrula flavirostris","Porphyrio flavirostris","Aves"
"12526","Crotophaga major","Crotophaga major","Aves"
"12527","Archiplanus solitarius","Archiplanus solitarius",NA
"12528","Cercibis oxycerca","Cercibis oxycerca","Aves"
"12529","Mesembrinibis cayensis","Mesembrinibis cayensis",NA
"12530","Theristicus caudatus","Theristicus caudatus","Aves"
"12531","Philander philander","Pseudocrenilabrus philander","Teleostei"
"12532","Astyanax abramis","Astyanax abramis","Teleostei"
"12533","Asiphonichthys stenopterus","Asiphonichthys stenopterus",NA
"12534","Moenkhausia doceana","Moenkhausia doceana","Teleostei"
"12535","Roeboides francisci","Roeboides francisci",NA
"12536","Cheirodon interruptus","Cheirodon interruptus","Teleostei"
"12537","Oligosarcus robustus","Oligosarcus robustus","Teleostei"
"12538","Pimelodella howesi","Pimelodella howesi","Teleostei"
"12539","Pimelodus argenteus","Pimelodus argenteus","Teleostei"
"12540","Poeciloristhys bimaculatus","Poeciloristhys bimaculatus",NA
"12541","Boulengerella lucia","Boulengerella lucia",NA
"12542","Gallinula kioloides","Gallinula kioloides",NA
"12543","Dendrocolaptes certhia","Dendrocolaptes certhia","Aves"
"12544","Cyclagras gigas","Cyclagras gigas",NA
"12545","Bufo arenarum","Rhinella arenarum","Amphibia"
"12546","Pseudis mantidactylus","Pseudis mantidactylus",NA
"12547","Hyla raniceps","Hypsiboas raniceps","Amphibia"
"12548","Geochelone denticulata","Chelonoidis denticulata","Reptilia"
"12549","Testudo denticulata","Testudo denticulata",NA
"12550","Caiman latirostris","Caiman latirostris","Reptilia"
"12551","Melanosuchus niger","Melanosuchus niger","Reptilia"
"12552","Mugil liza","Mugil liza","Teleostei"
"12553","Lepidosiren paradoxa","Lepidosiren paradoxa","Dipnoi"
"12554","Hypostomus punctatus","Hypostomus punctatus","Teleostei"
"12555","Plecostomus punctatus","Hypostomus punctatus","Teleostei"
"12556","Prochilodus nigricans","Prochilodus nigricans","Teleostei"
"12557","Achirus lineatus","Achirus lineatus","Teleostei"
"12558","Gymnostinops montezuma","Psarocolius montezuma","Aves"
"12559","Tachyphonus cristatus","Tachyphonus cristatus","Aves"
"12560","Trachyphonus cristatus","Trachyphonus cristatus",NA
"12561","Heleobia castellanosae","Heleobia castellanosae",NA
"12562","Pyroderus scutatus","Pyroderus scutatus","Aves"
"12563","Calocitta formosa","Calocitta formosa","Aves"
"12564","Xanthornus croconotus","Xanthornus croconotus",NA
"12565","Progne chalybea","Progne chalybea","Aves"
"12566","Platycichla flavipes","Turdus flavipes","Aves"
"12567","Crax alector","Crax alector","Aves"
"12568","Holocanthus tricolor","Holocanthus tricolor",NA
"12569","Chasmagnathus granulata","Chasmagnathus granulata",NA
"12570","Heleobia australis","Heleobia australis",NA
"12571","Larus atlanticus","Larus atlanticus","Aves"
"12572","Anthus chii","Anthus chii",NA
"12573","Anthus lutescens","Anthus lutescens","Aves"
"12574","Sibynomorphus mikanii","Sibynomorphus mikanii","Reptilia"
"12575","Eptesicus chapmanni","Eptesicus chapmanni",NA
"12576","Busarellus nigricollis","Busarellus nigricollis","Aves"
"12577","Doras carinatus","Doras carinatus","Teleostei"
"12578","Doras corone","Teleostei","Teleostei"
"12579","Ageneiosus palmitus","Teleostei","Teleostei"
"12580","Trachicirrhus natteri","Trachicirrhus natteri",NA
"12581","Trachycorystes striatulus","Trachycorystes striatulus",NA
"12582","Podocnemis venezuelensis","Podocnemis venezuelensis",NA
"12583","Bothrops moojeni","Bothrops moojeni","Reptilia"
"12584","Chironius bicarinatus","Chironius bicarinatus","Reptilia"
"12585","Clelia occipitolutea","Clelia occipitolutea",NA
"12586","Helicops modestus","Helicops modestus","Reptilia"
"12587","Liophis almadensis","Erythrolamprus almadensis","Reptilia"
"12588","Liophis reginae","Erythrolamprus reginae","Reptilia"
"12589","Dryphilax pallidus","Dryphilax pallidus",NA
"12590","Philodryas schottii","Philodryas schottii",NA
"12591","Coluber eririo","Reptilia","Reptilia"
"12592","Chironius carinatus","Chironius carinatus","Reptilia"
"12593","Chamaeptes unicolor","Chamaeptes unicolor",NA
"12594","Momotus momotus","Momotus momotus",NA
"12595","Heteropygia fuscicollis","Heteropygia fuscicollis",NA
"12596","Constrictor constrictor","Coluber constrictor","Reptilia"
"12597","Gymnodactylus geckoides","Gymnodactylus geckoides","Reptilia"
"12598","Valdivia latidens","Lemna valdiviana","Magnoliopsida"
"12599","Lahilliela kneri","Lahilliela kneri",NA
"12600","Anolis lionotus","Anolis lionotus","Reptilia"
"12601","Micronycteris behni","Glyphonycteris behnii","Mammalia"
"12602","Coragyps atratus","Coragyps atratus","Aves"
"12603","Geronticus albicollis","Aves","Aves"
"12604","Molybdophanes coerulescens","Molybdophanes coerulescens",NA
"12605","Tachysurus grandicassis","Plicofollis argyropleuron","Teleostei"
"12606","Cichlaurus facetus","Cichlaurus facetus",NA
"12607","Caiman sclerops","Caiman sclerops",NA
"12608","Callimicio goeldii","Callimicio goeldii",NA
"12609","Saguinus nigricollis","Leontocebus nigricollis","Mammalia"
"12610","Buteo nitidus","Buteo nitidus","Aves"
"12611","Hylophilus hypoxanthus","Hylophilus hypoxanthus","Aves"
"12612","Caryothraustes poliogaster","Caryothraustes poliogaster","Aves"
"12613","Euphonia hirudinacea","Euphonia hirudinacea",NA
"12614","Morococcyx erythropygius","Morococcyx erythropygius",NA
"12615","Platyrinchus coronatus","Platyrinchus coronatus","Aves"
"12616","Thryothorus nigricapillus","Cantorchilus nigricapillus","Aves"
"12617","Loricaria vetula","Paraloricaria vetula","Teleostei"
"12618","Fissurella costata","Fissurella costata",NA
"12619","Fissurella crassa","Fissurella crassa",NA
"12620","Fissurella latimarginata","Fissurella latimarginata",NA
"12621","Fissurella limbata","Fissurella limbata",NA
"12622","Fissurella maxima","Fissurella maxima",NA
"12623","Fissurella nigra","Fissurella nigra",NA
"12624","Fissurella picta","Fissurella picta",NA
"12625","Sicyases sanguineus","Sicyases sanguineus","Teleostei"
"12626","Serrasalmus rhombeus","Serrasalmus rhombeus","Teleostei"
"12627","Cataphracta vacu","Cataphracta vacu",NA
"12628","Doras vaca","Teleostei","Teleostei"
"12629","Pimelodus vacca","Pimelodus vacca",NA
"12630","Littoridina castellanosae","Littoridina castellanosae",NA
"12631","Sterna hirundacea","Sterna hirundacea",NA
"12632","Hemiodus microlepis","Hemiodus microlepis","Teleostei"
"12633","Atelopus laevis","Atelopus laevis",NA
