"","Parasite","genus","year","hs","first"
"79675","Longimonorchis pampi","Longimonorchis",1982,2,"exclude"
"79677","Lopastoma lopastoma","Lopastoma",1957,2,"first"
"79679","Lopastoma markevichi","Lopastoma",1982,2,"not the first"
"79681","Maccallozoum platycephali","Maccallozoum",1965,1,"not the first"
"79682","Maccallumtrema microstoma","Maccallumtrema",1970,3,"not the first"
"79685","Maccallumtrema musculicola","Maccallumtrema",1970,1,"not the first"
"79686","Machidatrema akeh","Machidatrema",1989,1,"not the first"
"79687","Machidatrema chilostoma","Machidatrema",1980,2,"not the first"
"79689","Machidatrema frontilatum","Machidatrema",1969,2,"first"
"79691","Machidatrema kyphosi","Machidatrema",1970,2,"not the first"
"79693","Machidatrema leonae","Machidatrema",2000,6,"not the first"
"79699","Maculifer aprionis","Maculifer",NA,1,"not the first"
"79700","Maculifer dayawanensis","Maculifer",1990,1,"not the first"
"79701","Maculifer japonicus","Maculifer",1931,2,"not the first"
"79703","Maculifer pacificus","Maculifer",1938,2,"not the first"
"79705","Maculifer zhoushanensis","Maculifer",NA,1,"not the first"
"79706","Macvicaria heronensis","Macvicaria",1989,3,"not the first"
"79709","Macvicaria isaitschikowi","Macvicaria",1930,1,"not the first"
"79710","Macvicaria longisaccus","Macvicaria",1964,1,"not the first"
"79711","Macvicaria macassarensis","Macvicaria",1952,1,"not the first"
"79713","Makairatrema musculicola","Makairatrema",1970,4,"exclude"
"79717","Manteriella chanis","Manteriella",1986,1,"not the first"
"79718","Manteriella hainanensis","Manteriella",1990,1,"not the first"
"79719","Maritrema megametrios","Maritrema",1968,1,"not the first"
"79720","Maritrema pacifica","Maritrema",1974,1,"not the first"
"79721","Marsupioacetabulum marinum","Marsupioacetabulum",1952,1,"first"
"79722","Marsupioacetabulum opallioderma","Marsupioacetabulum",1999,1,"not the first"
"79723","Mecoderus oligoplitis","Mecoderus",1940,2,"exclude"
"79725","Megasolena acanthuri","Megasolena",1991,3,"exclude"
"79728","Mehratrema arii","Mehratrema",1979,2,"first"
"79730","Mehratrema fujianensis","Mehratrema",NA,1,"not the first"
"79731","Meiogymnophallus multigemmulus","Meiogymnophallus",1965,1,"not the first"
"79732","Melanocystis kawakawa","Melanocystis",1970,3,"exclude"
"79735","Melogonimus rhodanometra","Melogonimus",1995,2,"exclude"
"79737","Metadena magdalenae","Metadena",1962,1,"not the first"
"79738","Metadidymocystis lampridis","Metadidymocystis",1940,1,"first"
"79741","Metanematobothrium seriolae","Metanematobothrium",1965,1,"not the first"
"79742","Microscaphidium japonicum","Microscaphidium",1941,1,"not the first"
"79743","Mitrostoma nototheniae","Mitrostoma",1954,2,"exclude"
"79745","Monascus mediolongiusculus","Monascus",1993,1,"not the first"
"79746","Monilicaecum ventricosum","Monilicaecum",1942,2,"exclude"
"79748","Monodhelmis fujianensis","Monodhelmis",1982,1,"not the first"
"79749","Monodhelmis philippinensis","Monodhelmis",1961,1,"not the first"
"79750","Monolecithotrema lizae","Monolecithotrema",1990,1,"not the first"
"79751","Monorcheides popovicii","Monorcheides",1950,1,"first"
"79752","Monorcheides xishaensis","Monorcheides",1985,1,"not the first"
"79753","Monorchicestrahelmins branchiostegi","Monorchicestrahelmins",1987,1,"exclude"
"79754","Monorchis latus","Monorchis",1942,1,"not the first"
"79755","Monostephanostomum gazzae","Monostephanostomum",1990,1,"not the first"
"79758","Multitestis magnacetabulum","Multitestis",1970,1,"not the first"
"79759","Multitestis nasusi","Multitestis",1959,1,"not the first"
"79760","Musculovesicula trichiuri","Musculovesicula",NA,1,"exclude"
"79761","Musculovesicula zonichthydis","Musculovesicula",1990,1,"exclude"
"79762","Myzotus vitellosus","Myzotus",1940,1,"exclude"
"79763","Myzoxenus accidentalis","Myzoxenus",1992,1,"not the first"
"79764","Myzoxenus crowcrofti","Myzoxenus",1954,1,"not the first"
"79765","Nagmia peruviana","Nagmia",1990,1,"not the first"
"79766","Nannoenterum pentagonum","Nannoenterum",1924,1,"exclude"
"79767","Nasitrema lagenorhynchus","Nasitrema",1987,1,"not the first"
"79768","Nasitrema sunameri","Nasitrema",1951,1,"first"
"79769","Neidhartia xishaensis","Neidhartia",1983,1,"not the first"
"79770","Nematobothrioides australiensis","Nematobothrioides",1970,2,"not the first"
"79772","Nematobothrioides gomasabae","Nematobothrioides",1985,1,"not the first"
"79773","Nematobothrioides kalikali","Nematobothrioides",1965,1,"first"
"79774","Nematobothrium lampridis","Nematobothrium",1940,1,"not the first"
"79775","Nematobothrium okujamai","Nematobothrium",1935,1,"not the first"
"79776","Neoaphanurus magniprotesticus","Neoaphanurus",1983,1,"exclude"
"79777","Neoapocreadium bravoae","Neoapocreadium",1959,1,"not the first"
"79778","Neoapocreadium karwarensis","Neoapocreadium",1970,4,"not the first"
"79783","Neochasmus magnus","Neochasmus",1957,1,"not the first"
"79784","Neochoanostoma avidabira","Neochoanostoma",1989,1,"first"
"79785","Neochoanostoma bariadiva","Neochoanostoma",1989,1,"first"
"79786","Neocreadium geniagni","Neocreadium",1966,1,"exclude"
"79787","Neodichadena mugilis","Neodichadena",1983,1,"exclude"
"79788","Neodidymozooides microstoma","Neodidymozooides",1970,4,"exclude"
"79792","Neodiplotrema pelamidis","Neodiplotrema",1938,1,"exclude"
"79793","Neohelicometra dalianensis","Neohelicometra",1989,1,"not the first"
"79795","Neohexangitrema zebrasomatis","Neohexangitrema",NA,1,"exclude"
"79796","Neohypocreadium dorsoporum","Neohypocreadium",1987,13,"not the first"
"79809","Neolebouria georgenascimentoi","Neolebouria",2002,2,"not the first"
"79811","Neolebouria moretonensis","Neolebouria",2001,1,"not the first"
"79812","Neolebouria pentacerotis","Neolebouria",2002,1,"not the first"
"79813","Neolebouria tinkerbelli","Neolebouria",1987,1,"not the first"
"79814","Neolepidapedon cablei","Neolepidapedon",1954,2,"not the first"
"79816","Neolepidapedon helicoleni","Neolepidapedon",1973,2,"not the first"
"79818","Neolepidapedon polyprioni","Neolepidapedon",1954,1,"not the first"
"79819","Neolepidapedon pugetensis","Neolepidapedon",1947,2,"not the first"
"79821","Neolepidapedon sebastici","Neolepidapedon",1938,5,"first"
"79826","Neolissorchis genge","Neolissorchis",1985,1,"exclude"
"79827","Neomegacreadium okinawanum","Neomegacreadium",1999,1,"exclude"
"79828","Neometadidymozoon helicis","Neometadidymozoon",1979,1,"not the first"
"79829","Neometadidymozoon polymorphis","Neometadidymozoon",1963,4,"first"
"79833","Neometadidymozoon tuberosum","Neometadidymozoon",1991,3,"not the first"
"79836","Neometadidymozoon zhejiangensis","Neometadidymozoon",1965,1,"not the first"
"79837","Neometanematobothrioides periorbitalis","Neometanematobothrioides",1970,1,"not the first"
"79838","Neometanematobothrioides rachycentri","Neometanematobothrioides",1969,1,"first"
"79839","Neomultitestis bengalensis","Neomultitestis",1972,1,"exclude"
"79840","Neonematobothrioides poonui","Neonematobothrioides",1970,1,"first"
"79841","Neonematobothrium dorsale","Neonematobothrium",1970,1,"not the first"
"79842","Neonematobothrium kawakawa","Neonematobothrium",1965,1,"first"
"79844","Neonotoporus kareii","Neonotoporus",1995,1,"not the first"
"79845","Neonotoporus trachuri","Neonotoporus",1938,1,"first"
"79846","Neoparacardicola nasonis","Neoparacardicola",1970,1,"exclude"
"79847","Neophasis ochotensis","Neophasis",1954,1,"not the first"
"79848","Neophasis parapristipamae","Neophasis",1986,2,"not the first"
"79850","Neophasis symmetrorchis","Neophasis",1984,1,"not the first"
"79851","Neopisthadena habei","Neopisthadena",1980,2,"exclude"
"79853","Neopreptetos arusettae","Neopreptetos",1982,4,"first"
"79857","Neopreptetos kurochkini","Neopreptetos",1989,2,"not the first"
"79859","Neoprosorhynchus pseudecheneis","Neoprosorhynchus",1983,2,"first"
"79861","Neoprosorhynchus xishaensis","Neoprosorhynchus",1983,1,"first"
"79862","Neopygorchis exvitellina","Neopygorchis",1979,1,"exclude"
"79863","Neosteganoderma gillissi","Neosteganoderma",1977,1,"not the first"
"79864","Neotheletrum gravidum","Neotheletrum",1940,1,"first"
"79865","Neozoogonus californicus","Neozoogonus",1954,2,"first"
"79867","Nephrodidymotrema ahi","Nephrodidymotrema",1970,2,"exclude"
"79869","Nicolla pyriformis","Nicolla",1992,1,"not the first"
"79870","Notoporus astrocongeris","Notoporus",1995,2,"not the first"
"79872","Nuitrema strigeiformis","Nuitrema",1975,1,"exclude"
"79873","Octotestis apogoni","Octotestis",1995,1,"exclude"
"79874","Odhneriella gondo","Odhneriella",1942,1,"not the first"
"79875","Oesophagicola laticaudae","Oesophagicola",1933,1,"exclude"
"79876","Oligolecithoides trilobatus","Oligolecithoides",1982,1,"exclude"
"79879","Opechona dongshanensis","Opechona",1993,1,"not the first"
"79880","Opechona formiae","Opechona",1965,2,"not the first"
"79882","Opechona occidentalis","Opechona",1957,11,"not the first"
"79893","Opechona parvasoma","Opechona",1960,1,"not the first"
"79899","Opechona scombri","Opechona",1938,1,"not the first"
"79900","Opechona sebastodis","Opechona",1934,6,"not the first"
"79906","Opecoelina pacifica","Opecoelina",1940,1,"not the first"
"79907","Opecoelina pharyngomagna","Opecoelina",1943,1,"not the first"
"79908","Opecoeloides fugus","Opecoeloides",1988,1,"not the first"
"79909","Opecoelus arii","Opecoelus",1982,2,"not the first"
"79911","Opecoelus bohaiensis","Opecoelus",1988,1,"not the first"
"79912","Opecoelus caballeroi","Opecoelus",1977,1,"not the first"
"79917","Opecoelus himezi","Opecoelus",1951,3,"not the first"
"79920","Opecoelus inimici","Opecoelus",1934,5,"not the first"
"79925","Opecoelus lateolabracis","Opecoelus",1958,1,"not the first"
"79926","Opecoelus lotellae","Opecoelus",1954,3,"not the first"
"79929","Opecoelus minor","Opecoelus",NA,1,"not the first"
"79930","Opecoelus nipponicus","Opecoelus",1957,2,"not the first"
"79932","Opecoelus pacificus","Opecoelus",1976,1,"not the first"
"79933","Opecoelus pentadactyla","Opecoelus",1940,1,"not the first"
"79934","Opecoelus platycephali","Opecoelus",1988,1,"not the first"
"79935","Opecoelus pterois","Opecoelus",1986,1,"not the first"
"79936","Opecoelus sebastisci","Opecoelus",1958,1,"not the first"
"79937","Opecoelus sebastodis","Opecoelus",1958,1,"not the first"
"79938","Opecoelus zhifuensis","Opecoelus",1995,1,"not the first"
"79939","Opegaster cameroni","Opegaster",1969,1,"not the first"
"79940","Opegaster caulopsetta","Opegaster",1954,2,"not the first"
"79942","Opegaster gobii","Opegaster",1952,4,"not the first"
"79946","Opegaster hawaiiensis","Opegaster",NA,1,"not the first"
"79947","Opegaster hippocampi","Opegaster",NA,1,"not the first"
"79948","Opegaster macrorchis","Opegaster",1938,2,"not the first"
"79950","Opegaster oplegnathi","Opegaster",1992,1,"not the first"
"79951","Opegaster ovatus","Opegaster",1928,1,"first"
"79952","Opegaster parapristipomatis","Opegaster",1934,2,"not the first"
"79954","Opegaster rectus","Opegaster",1928,1,"first"
"79955","Opegaster syngnathi","Opegaster",1934,1,"not the first"
"79956","Opegaster synodi","Opegaster",1947,1,"not the first"
"79957","Opegaster tamori","Opegaster",1938,2,"not the first"
"79959","Opepherocystis kawakawa","Opepherocystis",1970,1,"exclude"
"79960","Opepherotrema planum","Opepherotrema",1951,1,"exclude"
"79961","Opepherotrematoides multitubularis","Opepherotrematoides",1970,1,"exclude"
"79962","Ophthalmotrema hovorkai","Ophthalmotrema",1956,1,"not the first"
"79963","Opisthadena bodegensis","Opisthadena",1953,1,"not the first"
"79964","Opisthadena cortesi","Opisthadena",1965,1,"not the first"
"79965","Opisthadena fujianensis","Opisthadena",1983,1,"not the first"
"79966","Opisthadena marina","Opisthadena",NA,1,"not the first"
"79967","Opisthadena setipinnae","Opisthadena",1995,1,"not the first"
"79968","Opistholebes amplicoelus","Opistholebes",NA,1,"not the first"
"79969","Opistholebes cotylophorus","Opistholebes",1935,3,"first"
"79972","Opistholebes microovus","Opistholebes",1965,2,"not the first"
"79974","Opisthomonorcheides decapteri","Opisthomonorcheides",1966,5,"first"
"79979","Opisthomonorcheides indicus","Opisthomonorcheides",1976,1,"not the first"
"79980","Orthodena tropica","Orthodena",1968,4,"exclude"
"79984","Oschmarinella sobolevi","Oschmarinella",1947,2,"not the first"
"79986","Osteodidymocodium kawakawa","Osteodidymocodium",1970,2,"exclude"
"79988","Otodistomum hydrolagi","Otodistomum",1972,1,"not the first"
"79989","Ovarionematobothrium saba","Ovarionematobothrium",1982,1,"not the first"
"79990","Ozakia callyodontis","Ozakia",1942,1,"not the first"
"79991","Ozakia gerris","Ozakia",1990,2,"not the first"
"79993","Ozakia lateolabracis","Ozakia",1995,1,"not the first"
"79994","Ozakia sillaginis","Ozakia",1986,1,"not the first"
"79995","Panopula cavernossa","Panopula",1977,1,"first"
"79996","Paracrepidostomum scatophagusi","Paracrepidostomum",1996,1,"exclude"
"79997","Paracryptogonimus acanthostomus","Paracryptogonimus",1934,1,"not the first"
"79998","Paracryptogonimus apharei","Paracryptogonimus",1970,1,"not the first"
"79999","Paracryptogonimus brevicaecum","Paracryptogonimus",2003,1,"not the first"
"80000","Paracryptogonimus cirrhiti","Paracryptogonimus",1953,1,"not the first"
"80001","Paracryptogonimus elongatus","Paracryptogonimus",1979,1,"not the first"
"80002","Paracryptogonimus lutiani","Paracryptogonimus",1991,1,"not the first"
"80003","Paracryptogonimus manilensis","Paracryptogonimus",1961,3,"not the first"
"80006","Paracryptogonimus morosovi","Paracryptogonimus",NA,1,"not the first"
"80007","Paracryptogonimus orientalis","Paracryptogonimus",1964,1,"not the first"
"80010","Paracryptogonimus ovatus","Paracryptogonimus",1952,2,"not the first"
"80012","Paracryptogonimus provitellosus","Paracryptogonimus",1969,1,"not the first"
"80013","Paracryptogonimus ulaula","Paracryptogonimus",NA,1,"not the first"
"80014","Paracryptogonimus xiamenensis","Paracryptogonimus",1996,1,"not the first"
"80015","Paracryptogonimus yamagutii","Paracryptogonimus",1969,1,"not the first"
"80016","Paradeontacylix odhneri","Paradeontacylix",1930,1,"first"
"80017","Paradeontacylix sinensis","Paradeontacylix",1997,1,"not the first"
"80018","Paradiscogaster farooqii","Paradiscogaster",1970,2,"not the first"
"80020","Paradiscogaster flindersi","Paradiscogaster",1994,6,"not the first"
"80026","Paradiscogaster glebulae","Paradiscogaster",1994,8,"not the first"
"80034","Paradiscogaster machidai","Paradiscogaster",1999,2,"not the first"
"80036","Paradiscogaster macrostomus","Paradiscogaster",1990,3,"not the first"
"80039","Paradiscogaster ostracii","Paradiscogaster",1934,3,"first"
"80042","Paradiscogaster quasimodo","Paradiscogaster",1994,4,"not the first"
"80046","Paragonapodasmius huanghaiensis","Paragonapodasmius",1983,2,"not the first"
"80048","Paragonapodasmius managatuwo","Paragonapodasmius",1938,1,"not the first"
"80049","Paragonapodasmius okushimae","Paragonapodasmius",1935,1,"first"
"80050","Parahemiurus ambassicola","Parahemiurus",NA,1,"not the first"
"80051","Parahemiurus arripedis","Parahemiurus",1971,1,"not the first"
"80052","Parahemiurus clupeae","Parahemiurus",1964,5,"not the first"
"80053","Parahemiurus clupeae","Parahemiurus",1953,5,"not the first"
"80059","Parahemiurus collichthydis","Parahemiurus",1986,1,"not the first"
"80060","Parahemiurus ecuadori","Parahemiurus",1940,1,"not the first"
"80061","Parahemiurus harengulae","Parahemiurus",1938,3,"not the first"
"80064","Parahemiurus hemirhamphi","Parahemiurus",1982,1,"not the first"
"80065","Parahemiurus noblei","Parahemiurus",1962,1,"not the first"
"80066","Parahemiurus pseudosciaenae","Parahemiurus",1985,1,"not the first"
"80068","Parahemiurus qingdaoensis","Parahemiurus",1989,2,"not the first"
"80070","Parahemiurus seriolae","Parahemiurus",1934,1,"not the first"
"80071","Paraisocoelium exorchis","Paraisocoelium",1932,1,"first"
"80072","Paraisocoelium platycephali","Paraisocoelium",1989,1,"not the first"
"80073","Paralepidapedon sebastisci","Paralepidapedon",1938,10,"first"
"80083","Paramacradenina xiamenensis","Paramacradenina",1983,2,"exclude"
"80085","Paramanteriella cantherini","Paramanteriella",1988,3,"first"
"80088","Paramanteriella modestae","Paramanteriella",1988,1,"first"
"80089","Paramonorcheides brotulidorum","Paramonorcheides",1973,1,"first"
"80090","Paramonorcheides pseudocaranxi","Paramonorcheides",1998,2,"not the first"
"80092","Paraphilopinna fluviatilis","Paraphilopinna",1971,2,"exclude"
"80094","Parasteganoderma cephaloporum","Parasteganoderma",1990,1,"exclude"
"80095","Paratetrochetus hansoni","Paratetrochetus",1964,1,"exclude"
"80096","Parayamagutia ostracionis","Parayamagutia",1971,2,"exclude"
"80098","Paropecoelus palawanensis","Paropecoelus",1964,2,"exclude"
"80100","Parvatrema timondavidi","Parvatrema",1963,1,"not the first"
"80101","Patellokoellikeria seriolae","Patellokoellikeria",1970,1,"exclude"
"80102","Paucivitellosus fragilis","Paucivitellosus",1965,15,"first"
"80117","Pellamyzon abitionis","Pellamyzon",1936,3,"exclude"
"80120","Petalocotyle adenometra","Petalocotyle",2000,1,"not the first"
